Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,008315,2016,07,28,8.7,1,Y
IDCJAC0011,008315,2016,07,29,11.4,1,Y
IDCJAC0011,008315,2016,07,30,13.1,1,Y
IDCJAC0011,008315,2016,07,31,14.4,1,Y
IDCJAC0011,008315,2016,08,01,4.9,1,Y
IDCJAC0011,008315,2016,08,02,4.5,1,Y
IDCJAC0011,008315,2016,08,03,7.1,1,Y
IDCJAC0011,008315,2016,08,04,13.1,1,Y
IDCJAC0011,008315,2016,08,05,8.2,1,Y
IDCJAC0011,008315,2016,08,06,7.9,1,Y
IDCJAC0011,008315,2016,08,07,11.8,1,Y
IDCJAC0011,008315,2016,08,08,12.7,1,Y
IDCJAC0011,008315,2016,08,09,9.2,1,Y
IDCJAC0011,008315,2016,08,10,6.3,1,Y
IDCJAC0011,008315,2016,08,11,4.4,1,Y
IDCJAC0011,008315,2016,08,12,7.7,1,Y
IDCJAC0011,008315,2016,08,13,3.9,1,Y
IDCJAC0011,008315,2016,08,14,4.8,1,Y
IDCJAC0011,008315,2016,08,15,8.4,1,Y
IDCJAC0011,008315,2016,08,16,8.9,1,Y
IDCJAC0011,008315,2016,08,17,10.3,1,Y
IDCJAC0011,008315,2016,08,18,10.0,1,Y
IDCJAC0011,008315,2016,08,19,4.9,1,Y
IDCJAC0011,008315,2016,08,20,8.1,1,Y
IDCJAC0011,008315,2016,08,21,6.6,1,Y
IDCJAC0011,008315,2016,08,22,6.4,1,Y
IDCJAC0011,008315,2016,08,23,4.0,1,Y
IDCJAC0011,008315,2016,08,24,3.3,1,Y
IDCJAC0011,008315,2016,08,25,4.7,1,Y
IDCJAC0011,008315,2016,08,26,7.0,1,Y
IDCJAC0011,008315,2016,08,27,14.3,1,Y
IDCJAC0011,008315,2016,08,28,11.6,1,Y
IDCJAC0011,008315,2016,08,29,9.6,1,Y
IDCJAC0011,008315,2016,08,30,7.8,1,Y
IDCJAC0011,008315,2016,08,31,9.4,1,Y
IDCJAC0011,008315,2016,09,01,9.3,1,Y
IDCJAC0011,008315,2016,09,02,3.6,1,Y
IDCJAC0011,008315,2016,09,03,3.6,1,Y
IDCJAC0011,008315,2016,09,04,8.5,1,Y
IDCJAC0011,008315,2016,09,05,7.3,1,Y
IDCJAC0011,008315,2016,09,06,7.7,1,Y
IDCJAC0011,008315,2016,09,07,13.1,1,Y
IDCJAC0011,008315,2016,09,08,12.3,1,Y
IDCJAC0011,008315,2016,09,09,5.7,1,Y
IDCJAC0011,008315,2016,09,10,6.6,1,Y
IDCJAC0011,008315,2016,09,11,4.8,1,Y
IDCJAC0011,008315,2016,09,12,8.2,1,Y
IDCJAC0011,008315,2016,09,13,6.5,1,Y
IDCJAC0011,008315,2016,09,14,4.7,1,Y
IDCJAC0011,008315,2016,09,15,4.0,1,Y
IDCJAC0011,008315,2016,09,16,11.4,1,Y
IDCJAC0011,008315,2016,09,17,2.6,1,Y
IDCJAC0011,008315,2016,09,18,2.5,1,Y
IDCJAC0011,008315,2016,09,19,11.2,1,Y
IDCJAC0011,008315,2016,09,20,2.6,1,Y
IDCJAC0011,008315,2016,09,21,3.5,1,Y
IDCJAC0011,008315,2016,09,22,6.1,1,Y
IDCJAC0011,008315,2016,09,23,8.7,1,Y
IDCJAC0011,008315,2016,09,24,10.1,1,Y
IDCJAC0011,008315,2016,09,25,6.6,1,Y
IDCJAC0011,008315,2016,09,26,3.1,1,Y
IDCJAC0011,008315,2016,09,27,7.2,1,Y
IDCJAC0011,008315,2016,09,28,12.0,1,Y
IDCJAC0011,008315,2016,09,29,2.8,1,Y
IDCJAC0011,008315,2016,09,30,5.3,1,Y
IDCJAC0011,008315,2016,10,01,13.1,1,Y
IDCJAC0011,008315,2016,10,02,11.8,1,Y
IDCJAC0011,008315,2016,10,03,4.9,1,Y
IDCJAC0011,008315,2016,10,04,6.9,1,Y
IDCJAC0011,008315,2016,10,05,7.2,1,Y
IDCJAC0011,008315,2016,10,06,8.9,1,Y
IDCJAC0011,008315,2016,10,07,13.1,1,Y
IDCJAC0011,008315,2016,10,08,18.0,1,Y
IDCJAC0011,008315,2016,10,09,13.7,1,Y
IDCJAC0011,008315,2016,10,10,6.5,1,Y
IDCJAC0011,008315,2016,10,11,7.8,1,Y
IDCJAC0011,008315,2016,10,12,12.2,1,Y
IDCJAC0011,008315,2016,10,13,13.8,1,Y
IDCJAC0011,008315,2016,10,14,12.9,1,Y
IDCJAC0011,008315,2016,10,15,14.4,1,Y
IDCJAC0011,008315,2016,10,16,4.4,1,Y
IDCJAC0011,008315,2016,10,17,6.4,1,Y
IDCJAC0011,008315,2016,10,18,8.5,1,Y
IDCJAC0011,008315,2016,10,19,6.2,1,Y
IDCJAC0011,008315,2016,10,20,13.3,1,Y
IDCJAC0011,008315,2016,10,21,7.0,1,Y
IDCJAC0011,008315,2016,10,22,8.6,1,Y
IDCJAC0011,008315,2016,10,23,11.3,1,Y
IDCJAC0011,008315,2016,10,24,10.6,1,Y
IDCJAC0011,008315,2016,10,25,13.4,1,Y
IDCJAC0011,008315,2016,10,26,6.7,1,Y
IDCJAC0011,008315,2016,10,27,9.4,1,Y
IDCJAC0011,008315,2016,10,28,7.5,1,Y
IDCJAC0011,008315,2016,10,29,14.1,1,Y
IDCJAC0011,008315,2016,10,30,7.5,1,Y
IDCJAC0011,008315,2016,10,31,8.6,1,Y
IDCJAC0011,008315,2016,11,01,8.5,1,N
IDCJAC0011,008315,2016,11,02,10.6,1,N
IDCJAC0011,008315,2016,11,03,15.2,1,N
IDCJAC0011,008315,2016,11,04,13.0,1,N
IDCJAC0011,008315,2016,11,05,12.8,1,N
IDCJAC0011,008315,2016,11,06,13.2,1,N
IDCJAC0011,008315,2016,11,07,17.5,1,N
IDCJAC0011,008315,2016,11,08,9.8,1,N
IDCJAC0011,008315,2016,11,09,15.7,1,N
IDCJAC0011,008315,2016,11,10,9.6,1,N
IDCJAC0011,008315,2016,11,11,10.1,1,N
IDCJAC0011,008315,2016,11,12,7.9,1,N
IDCJAC0011,008315,2016,11,13,9.1,1,N
IDCJAC0011,008315,2016,11,14,14.1,1,N
IDCJAC0011,008315,2016,11,15,14.1,1,N
IDCJAC0011,008315,2016,11,16,16.9,1,N
IDCJAC0011,008315,2016,11,17,14.8,1,N
IDCJAC0011,008315,2016,11,18,9.6,1,N
IDCJAC0011,008315,2016,11,19,11.1,1,N
IDCJAC0011,008315,2016,11,20,17.2,1,N
IDCJAC0011,008315,2016,11,21,12.2,1,N
IDCJAC0011,008315,2016,11,22,11.9,1,N
IDCJAC0011,008315,2016,11,23,11.5,1,N
IDCJAC0011,008315,2016,11,24,12.9,1,N
IDCJAC0011,008315,2016,11,25,14.6,1,N
IDCJAC0011,008315,2016,11,26,19.4,1,N
IDCJAC0011,008315,2016,11,27,15.7,1,N
IDCJAC0011,008315,2016,11,28,13.2,1,N
IDCJAC0011,008315,2016,11,29,18.3,1,N
IDCJAC0011,008315,2016,11,30,16.6,1,N
IDCJAC0011,008315,2016,12,01,15.8,1,N
IDCJAC0011,008315,2016,12,02,12.3,1,N
IDCJAC0011,008315,2016,12,03,16.8,1,Y
IDCJAC0011,008315,2016,12,04,15.4,1,Y
IDCJAC0011,008315,2016,12,05,14.0,1,N
IDCJAC0011,008315,2016,12,06,11.0,1,N
IDCJAC0011,008315,2016,12,07,15.6,1,N
IDCJAC0011,008315,2016,12,08,11.1,1,N
IDCJAC0011,008315,2016,12,09,12.0,1,N
IDCJAC0011,008315,2016,12,10,13.7,1,N
IDCJAC0011,008315,2016,12,11,15.0,1,N
IDCJAC0011,008315,2016,12,12,20.0,1,N
IDCJAC0011,008315,2016,12,13,14.9,1,N
