Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,008315,2015,02,25,31.5,1,Y
IDCJAC0010,008315,2015,02,26,28.4,1,Y
IDCJAC0010,008315,2015,02,27,27.0,1,Y
IDCJAC0010,008315,2015,02,28,34.9,1,Y
IDCJAC0010,008315,2015,03,01,32.6,1,Y
IDCJAC0010,008315,2015,03,02,28.9,1,Y
IDCJAC0010,008315,2015,03,03,33.7,1,Y
IDCJAC0010,008315,2015,03,04,34.0,1,Y
IDCJAC0010,008315,2015,03,05,32.3,1,Y
IDCJAC0010,008315,2015,03,06,31.2,1,Y
IDCJAC0010,008315,2015,03,07,32.5,1,Y
IDCJAC0010,008315,2015,03,08,35.1,1,Y
IDCJAC0010,008315,2015,03,09,35.5,1,Y
IDCJAC0010,008315,2015,03,10,32.2,1,Y
IDCJAC0010,008315,2015,03,11,31.9,1,Y
IDCJAC0010,008315,2015,03,12,38.9,1,Y
IDCJAC0010,008315,2015,03,13,38.0,1,Y
IDCJAC0010,008315,2015,03,14,28.1,1,Y
IDCJAC0010,008315,2015,03,15,27.9,1,Y
IDCJAC0010,008315,2015,03,16,26.3,1,Y
IDCJAC0010,008315,2015,03,17,27.6,1,Y
IDCJAC0010,008315,2015,03,18,26.5,1,Y
IDCJAC0010,008315,2015,03,19,27.8,1,Y
IDCJAC0010,008315,2015,03,20,31.3,1,Y
IDCJAC0010,008315,2015,03,21,26.1,1,Y
IDCJAC0010,008315,2015,03,22,26.1,1,Y
IDCJAC0010,008315,2015,03,23,29.0,1,Y
IDCJAC0010,008315,2015,03,24,31.4,1,Y
IDCJAC0010,008315,2015,03,25,33.4,1,Y
IDCJAC0010,008315,2015,03,26,33.2,1,Y
IDCJAC0010,008315,2015,03,27,28.4,1,Y
IDCJAC0010,008315,2015,03,28,27.8,1,Y
IDCJAC0010,008315,2015,03,29,31.2,1,Y
IDCJAC0010,008315,2015,03,30,24.2,1,Y
IDCJAC0010,008315,2015,03,31,25.2,1,Y
IDCJAC0010,008315,2015,04,01,26.5,1,Y
IDCJAC0010,008315,2015,04,02,30.1,1,Y
IDCJAC0010,008315,2015,04,03,29.1,1,Y
IDCJAC0010,008315,2015,04,04,29.1,1,Y
IDCJAC0010,008315,2015,04,05,31.8,1,Y
IDCJAC0010,008315,2015,04,06,34.6,1,Y
IDCJAC0010,008315,2015,04,07,27.0,1,Y
IDCJAC0010,008315,2015,04,08,24.6,1,Y
IDCJAC0010,008315,2015,04,09,27.3,1,Y
IDCJAC0010,008315,2015,04,10,26.2,1,Y
IDCJAC0010,008315,2015,04,11,24.7,1,Y
IDCJAC0010,008315,2015,04,12,24.2,1,Y
IDCJAC0010,008315,2015,04,13,23.6,1,Y
IDCJAC0010,008315,2015,04,14,24.0,1,Y
IDCJAC0010,008315,2015,04,15,25.6,1,Y
IDCJAC0010,008315,2015,04,16,27.1,1,Y
IDCJAC0010,008315,2015,04,17,28.5,1,Y
IDCJAC0010,008315,2015,04,18,30.3,1,Y
IDCJAC0010,008315,2015,04,19,30.6,1,Y
IDCJAC0010,008315,2015,04,20,30.3,1,Y
IDCJAC0010,008315,2015,04,21,30.2,1,Y
IDCJAC0010,008315,2015,04,22,28.5,1,Y
IDCJAC0010,008315,2015,04,23,28.5,1,Y
IDCJAC0010,008315,2015,04,24,27.7,1,Y
IDCJAC0010,008315,2015,04,25,28.0,1,Y
IDCJAC0010,008315,2015,04,26,29.4,1,Y
IDCJAC0010,008315,2015,04,27,31.2,1,Y
IDCJAC0010,008315,2015,04,28,27.1,1,Y
IDCJAC0010,008315,2015,04,29,26.7,1,Y
IDCJAC0010,008315,2015,04,30,28.7,1,Y
IDCJAC0010,008315,2015,05,01,26.2,1,Y
IDCJAC0010,008315,2015,05,02,25.8,1,Y
IDCJAC0010,008315,2015,05,03,24.1,1,Y
IDCJAC0010,008315,2015,05,04,20.9,1,Y
IDCJAC0010,008315,2015,05,05,22.1,1,Y
IDCJAC0010,008315,2015,05,06,24.7,1,Y
IDCJAC0010,008315,2015,05,07,25.9,1,Y
IDCJAC0010,008315,2015,05,08,24.6,1,Y
IDCJAC0010,008315,2015,05,09,25.9,1,Y
IDCJAC0010,008315,2015,05,10,28.2,1,Y
IDCJAC0010,008315,2015,05,11,27.9,1,Y
IDCJAC0010,008315,2015,05,12,28.6,1,Y
IDCJAC0010,008315,2015,05,13,28.2,1,Y
IDCJAC0010,008315,2015,05,14,29.5,1,Y
IDCJAC0010,008315,2015,05,15,30.2,1,Y
IDCJAC0010,008315,2015,05,16,19.9,1,Y
IDCJAC0010,008315,2015,05,17,22.7,1,Y
IDCJAC0010,008315,2015,05,18,22.6,1,Y
IDCJAC0010,008315,2015,05,19,21.8,1,Y
IDCJAC0010,008315,2015,05,20,22.9,1,Y
IDCJAC0010,008315,2015,05,21,24.2,1,Y
IDCJAC0010,008315,2015,05,22,23.6,1,Y
IDCJAC0010,008315,2015,05,23,23.2,1,Y
IDCJAC0010,008315,2015,05,24,23.5,1,Y
IDCJAC0010,008315,2015,05,25,24.0,1,Y
IDCJAC0010,008315,2015,05,26,23.6,1,Y
IDCJAC0010,008315,2015,05,27,23.5,1,Y
IDCJAC0010,008315,2015,05,28,21.9,1,Y
IDCJAC0010,008315,2015,05,29,22.2,1,Y
IDCJAC0010,008315,2015,05,30,24.8,1,Y
IDCJAC0010,008315,2015,05,31,25.2,1,Y
IDCJAC0010,008315,2015,06,01,24.3,1,Y
IDCJAC0010,008315,2015,06,02,22.8,1,Y
IDCJAC0010,008315,2015,06,03,23.9,1,Y
IDCJAC0010,008315,2015,06,04,26.9,1,Y
IDCJAC0010,008315,2015,06,05,25.3,1,Y
IDCJAC0010,008315,2015,06,06,23.0,1,Y
IDCJAC0010,008315,2015,06,07,22.6,1,Y
IDCJAC0010,008315,2015,06,08,26.0,1,Y
IDCJAC0010,008315,2015,06,09,29.6,1,Y
IDCJAC0010,008315,2015,06,10,28.6,1,Y
IDCJAC0010,008315,2015,06,11,27.8,1,Y
IDCJAC0010,008315,2015,06,12,22.2,1,Y
IDCJAC0010,008315,2015,06,13,20.8,1,Y
IDCJAC0010,008315,2015,06,14,19.9,1,Y
IDCJAC0010,008315,2015,06,15,19.8,1,Y
IDCJAC0010,008315,2015,06,16,27.9,1,Y
IDCJAC0010,008315,2015,06,17,19.9,1,Y
IDCJAC0010,008315,2015,06,18,25.4,1,Y
IDCJAC0010,008315,2015,06,19,24.1,1,Y
IDCJAC0010,008315,2015,06,20,22.4,1,Y
IDCJAC0010,008315,2015,06,21,21.4,1,Y
IDCJAC0010,008315,2015,06,22,18.0,1,Y
IDCJAC0010,008315,2015,06,23,17.0,1,Y
IDCJAC0010,008315,2015,06,24,20.1,1,Y
IDCJAC0010,008315,2015,06,25,22.7,1,Y
IDCJAC0010,008315,2015,06,26,21.4,1,Y
IDCJAC0010,008315,2015,06,27,23.1,1,Y
IDCJAC0010,008315,2015,06,28,24.7,1,Y
IDCJAC0010,008315,2015,06,29,23.5,1,Y
IDCJAC0010,008315,2015,06,30,24.3,1,Y
IDCJAC0010,008315,2015,07,01,23.4,1,Y
IDCJAC0010,008315,2015,07,02,22.5,1,Y
IDCJAC0010,008315,2015,07,03,23.1,1,Y
IDCJAC0010,008315,2015,07,04,22.7,1,Y
IDCJAC0010,008315,2015,07,05,23.2,1,Y
IDCJAC0010,008315,2015,07,06,22.8,1,Y
IDCJAC0010,008315,2015,07,07,22.9,1,Y
IDCJAC0010,008315,2015,07,08,17.1,1,Y
IDCJAC0010,008315,2015,07,09,16.2,1,Y
IDCJAC0010,008315,2015,07,10,18.7,1,Y
IDCJAC0010,008315,2015,07,11,18.8,1,Y
IDCJAC0010,008315,2015,07,12,18.2,1,Y
IDCJAC0010,008315,2015,07,13,16.8,1,Y
IDCJAC0010,008315,2015,07,14,19.6,1,Y
IDCJAC0010,008315,2015,07,15,22.2,1,Y
IDCJAC0010,008315,2015,07,16,22.5,1,Y
IDCJAC0010,008315,2015,07,17,24.3,1,Y
IDCJAC0010,008315,2015,07,18,25.2,1,Y
IDCJAC0010,008315,2015,07,19,27.0,1,Y
IDCJAC0010,008315,2015,07,20,20.4,1,Y
IDCJAC0010,008315,2015,07,21,18.2,1,Y
IDCJAC0010,008315,2015,07,22,18.6,1,Y
IDCJAC0010,008315,2015,07,23,18.9,1,Y
IDCJAC0010,008315,2015,07,24,17.6,1,Y
IDCJAC0010,008315,2015,07,25,18.3,1,Y
IDCJAC0010,008315,2015,07,26,18.4,1,Y
IDCJAC0010,008315,2015,07,27,22.4,1,Y
IDCJAC0010,008315,2015,07,28,21.8,1,Y
IDCJAC0010,008315,2015,07,29,23.5,1,Y
IDCJAC0010,008315,2015,07,30,20.4,1,Y
IDCJAC0010,008315,2015,07,31,21.2,1,Y
IDCJAC0010,008315,2015,08,01,18.5,1,Y
IDCJAC0010,008315,2015,08,02,17.3,1,Y
IDCJAC0010,008315,2015,08,03,18.4,1,Y
IDCJAC0010,008315,2015,08,04,20.7,1,Y
IDCJAC0010,008315,2015,08,05,21.3,1,Y
IDCJAC0010,008315,2015,08,06,20.1,1,Y
IDCJAC0010,008315,2015,08,07,20.6,1,Y
IDCJAC0010,008315,2015,08,08,19.8,1,Y
IDCJAC0010,008315,2015,08,09,16.2,1,Y
IDCJAC0010,008315,2015,08,10,19.6,1,Y
IDCJAC0010,008315,2015,08,11,19.1,1,Y
IDCJAC0010,008315,2015,08,12,19.3,1,Y
IDCJAC0010,008315,2015,08,13,20.7,1,Y
IDCJAC0010,008315,2015,08,14,25.1,1,Y
IDCJAC0010,008315,2015,08,15,28.3,1,Y
IDCJAC0010,008315,2015,08,16,23.6,1,Y
IDCJAC0010,008315,2015,08,17,24.1,1,Y
IDCJAC0010,008315,2015,08,18,22.0,1,Y
IDCJAC0010,008315,2015,08,19,20.8,1,Y
IDCJAC0010,008315,2015,08,20,20.5,1,Y
IDCJAC0010,008315,2015,08,21,20.5,1,Y
IDCJAC0010,008315,2015,08,22,19.2,1,Y
IDCJAC0010,008315,2015,08,23,19.4,1,Y
IDCJAC0010,008315,2015,08,24,20.4,1,Y
IDCJAC0010,008315,2015,08,25,22.5,1,Y
IDCJAC0010,008315,2015,08,26,24.8,1,Y
IDCJAC0010,008315,2015,08,27,22.8,1,Y
IDCJAC0010,008315,2015,08,28,22.7,1,Y
IDCJAC0010,008315,2015,08,29,22.8,1,Y
IDCJAC0010,008315,2015,08,30,20.9,1,Y
IDCJAC0010,008315,2015,08,31,19.9,1,Y
IDCJAC0010,008315,2015,09,01,18.2,1,Y
IDCJAC0010,008315,2015,09,02,18.6,1,Y
IDCJAC0010,008315,2015,09,03,20.9,1,Y
IDCJAC0010,008315,2015,09,04,20.3,1,Y
IDCJAC0010,008315,2015,09,05,21.7,1,Y
IDCJAC0010,008315,2015,09,06,20.0,1,Y
IDCJAC0010,008315,2015,09,07,26.4,1,Y
IDCJAC0010,008315,2015,09,08,30.2,1,Y
IDCJAC0010,008315,2015,09,09,31.9,1,Y
IDCJAC0010,008315,2015,09,10,25.8,1,Y
IDCJAC0010,008315,2015,09,11,22.6,1,Y
IDCJAC0010,008315,2015,09,12,19.7,1,Y
IDCJAC0010,008315,2015,09,13,20.1,1,Y
IDCJAC0010,008315,2015,09,14,21.0,1,Y
IDCJAC0010,008315,2015,09,15,22.5,1,Y
IDCJAC0010,008315,2015,09,16,27.0,1,Y
IDCJAC0010,008315,2015,09,17,32.1,1,Y
IDCJAC0010,008315,2015,09,18,27.0,1,Y
IDCJAC0010,008315,2015,09,19,23.2,1,Y
IDCJAC0010,008315,2015,09,20,24.5,1,Y
IDCJAC0010,008315,2015,09,21,28.8,1,Y
IDCJAC0010,008315,2015,09,22,32.4,1,Y
IDCJAC0010,008315,2015,09,23,34.3,1,Y
IDCJAC0010,008315,2015,09,24,34.5,1,Y
IDCJAC0010,008315,2015,09,25,23.6,1,Y
IDCJAC0010,008315,2015,09,26,23.4,1,Y
IDCJAC0010,008315,2015,09,27,31.5,1,Y
IDCJAC0010,008315,2015,09,28,26.3,1,Y
IDCJAC0010,008315,2015,09,29,24.8,1,Y
IDCJAC0010,008315,2015,09,30,27.0,1,Y
IDCJAC0010,008315,2015,10,01,36.7,1,Y
IDCJAC0010,008315,2015,10,02,32.1,1,Y
IDCJAC0010,008315,2015,10,03,27.8,1,Y
IDCJAC0010,008315,2015,10,04,28.0,1,Y
IDCJAC0010,008315,2015,10,05,21.9,1,Y
IDCJAC0010,008315,2015,10,06,26.5,1,Y
IDCJAC0010,008315,2015,10,07,32.5,1,Y
IDCJAC0010,008315,2015,10,08,25.4,1,Y
IDCJAC0010,008315,2015,10,09,32.6,1,Y
IDCJAC0010,008315,2015,10,10,36.6,1,Y
IDCJAC0010,008315,2015,10,11,33.6,1,Y
IDCJAC0010,008315,2015,10,12,31.4,1,Y
IDCJAC0010,008315,2015,10,13,34.0,1,Y
IDCJAC0010,008315,2015,10,14,25.0,1,Y
IDCJAC0010,008315,2015,10,15,22.5,1,Y
IDCJAC0010,008315,2015,10,16,24.3,1,Y
IDCJAC0010,008315,2015,10,17,26.8,1,Y
IDCJAC0010,008315,2015,10,18,24.0,1,Y
IDCJAC0010,008315,2015,10,19,23.8,1,Y
IDCJAC0010,008315,2015,10,20,27.9,1,Y
IDCJAC0010,008315,2015,10,21,25.7,1,Y
IDCJAC0010,008315,2015,10,22,24.2,1,Y
IDCJAC0010,008315,2015,10,23,24.7,1,Y
IDCJAC0010,008315,2015,10,24,25.5,1,Y
IDCJAC0010,008315,2015,10,25,24.6,1,Y
IDCJAC0010,008315,2015,10,26,27.8,1,Y
IDCJAC0010,008315,2015,10,27,25.4,1,Y
IDCJAC0010,008315,2015,10,28,25.1,1,Y
IDCJAC0010,008315,2015,10,29,26.7,1,Y
IDCJAC0010,008315,2015,10,30,29.9,1,Y
IDCJAC0010,008315,2015,10,31,27.8,1,Y
IDCJAC0010,008315,2015,11,01,24.8,1,Y
IDCJAC0010,008315,2015,11,02,24.3,1,Y
IDCJAC0010,008315,2015,11,03,25.1,1,Y
IDCJAC0010,008315,2015,11,04,26.2,1,Y
IDCJAC0010,008315,2015,11,05,23.8,1,Y
IDCJAC0010,008315,2015,11,06,23.5,1,Y
IDCJAC0010,008315,2015,11,07,24.1,1,Y
IDCJAC0010,008315,2015,11,08,25.1,1,Y
IDCJAC0010,008315,2015,11,09,27.1,1,Y
IDCJAC0010,008315,2015,11,10,30.9,1,Y
IDCJAC0010,008315,2015,11,11,33.3,1,Y
IDCJAC0010,008315,2015,11,12,37.1,1,Y
IDCJAC0010,008315,2015,11,13,41.0,1,Y
IDCJAC0010,008315,2015,11,14,40.9,1,Y
IDCJAC0010,008315,2015,11,15,32.9,1,Y
IDCJAC0010,008315,2015,11,16,35.0,1,Y
IDCJAC0010,008315,2015,11,17,27.3,1,Y
IDCJAC0010,008315,2015,11,18,24.9,1,Y
IDCJAC0010,008315,2015,11,19,26.1,1,Y
IDCJAC0010,008315,2015,11,20,32.7,1,Y
IDCJAC0010,008315,2015,11,21,40.9,1,Y
IDCJAC0010,008315,2015,11,22,34.2,1,Y
IDCJAC0010,008315,2015,11,23,27.1,1,Y
IDCJAC0010,008315,2015,11,24,26.7,1,Y
IDCJAC0010,008315,2015,11,25,28.7,1,Y
IDCJAC0010,008315,2015,11,26,35.5,1,Y
IDCJAC0010,008315,2015,11,27,30.9,1,Y
IDCJAC0010,008315,2015,11,28,26.1,1,Y
IDCJAC0010,008315,2015,11,29,25.0,1,Y
IDCJAC0010,008315,2015,11,30,26.2,1,Y
IDCJAC0010,008315,2015,12,01,35.6,1,N
IDCJAC0010,008315,2015,12,02,38.1,1,N
IDCJAC0010,008315,2015,12,03,31.2,1,N
IDCJAC0010,008315,2015,12,04,24.0,1,N
IDCJAC0010,008315,2015,12,05,22.5,1,N
IDCJAC0010,008315,2015,12,06,24.4,1,N
IDCJAC0010,008315,2015,12,07,25.8,1,N
IDCJAC0010,008315,2015,12,08,26.0,1,N
IDCJAC0010,008315,2015,12,09,26.4,1,N
IDCJAC0010,008315,2015,12,10,29.8,1,N
IDCJAC0010,008315,2015,12,11,36.1,1,N
IDCJAC0010,008315,2015,12,12,27.2,1,N
IDCJAC0010,008315,2015,12,13,26.3,1,N
IDCJAC0010,008315,2015,12,14,26.6,1,N
IDCJAC0010,008315,2015,12,15,26.2,1,N
IDCJAC0010,008315,2015,12,16,25.9,1,N
IDCJAC0010,008315,2015,12,17,28.2,1,N
IDCJAC0010,008315,2015,12,18,25.5,1,N
IDCJAC0010,008315,2015,12,19,26.3,1,N
IDCJAC0010,008315,2015,12,20,32.5,1,N
IDCJAC0010,008315,2015,12,21,36.4,1,N
IDCJAC0010,008315,2015,12,22,39.9,1,N
IDCJAC0010,008315,2015,12,23,38.2,1,N
IDCJAC0010,008315,2015,12,24,25.9,1,N
IDCJAC0010,008315,2015,12,25,32.1,1,N
IDCJAC0010,008315,2015,12,26,39.4,1,N
IDCJAC0010,008315,2015,12,27,41.9,1,N
IDCJAC0010,008315,2015,12,28,45.1,1,N
IDCJAC0010,008315,2015,12,29,29.2,1,N
IDCJAC0010,008315,2015,12,30,27.5,1,N
IDCJAC0010,008315,2015,12,31,33.6,1,N
