Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,009225,2016,02,07,20.1,1,Y
IDCJAC0011,009225,2016,02,08,21.2,1,Y
IDCJAC0011,009225,2016,02,09,19.2,1,Y
IDCJAC0011,009225,2016,02,10,21.7,1,Y
IDCJAC0011,009225,2016,02,11,20.0,1,Y
IDCJAC0011,009225,2016,02,12,19.1,1,Y
IDCJAC0011,009225,2016,02,13,19.0,1,Y
IDCJAC0011,009225,2016,02,14,16.6,1,Y
IDCJAC0011,009225,2016,02,15,17.9,1,Y
IDCJAC0011,009225,2016,02,16,19.8,1,Y
IDCJAC0011,009225,2016,02,17,19.8,1,Y
IDCJAC0011,009225,2016,02,18,18.7,1,Y
IDCJAC0011,009225,2016,02,19,19.7,1,Y
IDCJAC0011,009225,2016,02,20,19.1,1,Y
IDCJAC0011,009225,2016,02,21,18.3,1,Y
IDCJAC0011,009225,2016,02,22,18.8,1,Y
IDCJAC0011,009225,2016,02,23,13.1,1,Y
IDCJAC0011,009225,2016,02,24,12.5,1,Y
IDCJAC0011,009225,2016,02,25,14.7,1,Y
IDCJAC0011,009225,2016,02,26,17.0,1,Y
IDCJAC0011,009225,2016,02,27,20.8,1,Y
IDCJAC0011,009225,2016,02,28,21.6,1,Y
IDCJAC0011,009225,2016,02,29,17.3,1,Y
IDCJAC0011,009225,2016,03,01,15.7,1,Y
IDCJAC0011,009225,2016,03,02,13.3,1,Y
IDCJAC0011,009225,2016,03,03,15.1,1,Y
IDCJAC0011,009225,2016,03,04,15.4,1,Y
IDCJAC0011,009225,2016,03,05,17.3,1,Y
IDCJAC0011,009225,2016,03,06,18.5,1,Y
IDCJAC0011,009225,2016,03,07,19.0,1,Y
IDCJAC0011,009225,2016,03,08,19.5,1,Y
IDCJAC0011,009225,2016,03,09,17.8,1,Y
IDCJAC0011,009225,2016,03,10,16.5,1,Y
IDCJAC0011,009225,2016,03,11,18.7,1,Y
IDCJAC0011,009225,2016,03,12,18.7,1,Y
IDCJAC0011,009225,2016,03,13,21.1,1,Y
IDCJAC0011,009225,2016,03,14,26.0,1,Y
IDCJAC0011,009225,2016,03,15,22.6,1,Y
IDCJAC0011,009225,2016,03,16,19.5,1,Y
IDCJAC0011,009225,2016,03,17,16.2,1,Y
IDCJAC0011,009225,2016,03,18,16.9,1,Y
IDCJAC0011,009225,2016,03,19,20.7,1,Y
IDCJAC0011,009225,2016,03,20,17.1,1,Y
IDCJAC0011,009225,2016,03,21,19.1,1,Y
IDCJAC0011,009225,2016,03,22,20.7,1,Y
IDCJAC0011,009225,2016,03,23,19.2,1,Y
IDCJAC0011,009225,2016,03,24,18.5,1,Y
IDCJAC0011,009225,2016,03,25,20.9,1,Y
IDCJAC0011,009225,2016,03,26,19.9,1,Y
IDCJAC0011,009225,2016,03,27,16.9,1,Y
IDCJAC0011,009225,2016,03,28,13.2,1,Y
IDCJAC0011,009225,2016,03,29,12.7,1,Y
IDCJAC0011,009225,2016,03,30,13.4,1,Y
IDCJAC0011,009225,2016,03,31,13.4,1,Y
IDCJAC0011,009225,2016,04,01,15.8,1,Y
IDCJAC0011,009225,2016,04,02,14.1,1,Y
IDCJAC0011,009225,2016,04,03,15.5,1,Y
IDCJAC0011,009225,2016,04,04,15.3,1,Y
IDCJAC0011,009225,2016,04,05,13.2,1,Y
IDCJAC0011,009225,2016,04,06,10.2,1,Y
IDCJAC0011,009225,2016,04,07,13.7,1,Y
IDCJAC0011,009225,2016,04,08,15.9,1,Y
IDCJAC0011,009225,2016,04,09,17.6,1,Y
IDCJAC0011,009225,2016,04,10,17.4,1,Y
IDCJAC0011,009225,2016,04,11,20.8,1,Y
IDCJAC0011,009225,2016,04,12,18.9,1,Y
IDCJAC0011,009225,2016,04,13,20.0,1,Y
IDCJAC0011,009225,2016,04,14,13.9,1,Y
IDCJAC0011,009225,2016,04,15,13.9,1,Y
IDCJAC0011,009225,2016,04,16,18.0,1,Y
IDCJAC0011,009225,2016,04,17,17.8,1,Y
IDCJAC0011,009225,2016,04,18,15.5,1,Y
IDCJAC0011,009225,2016,04,19,15.4,1,Y
IDCJAC0011,009225,2016,04,20,13.0,1,Y
IDCJAC0011,009225,2016,04,21,12.4,1,Y
IDCJAC0011,009225,2016,04,22,14.6,1,Y
IDCJAC0011,009225,2016,04,23,17.0,1,Y
IDCJAC0011,009225,2016,04,24,15.9,1,Y
IDCJAC0011,009225,2016,04,25,18.8,1,Y
IDCJAC0011,009225,2016,04,26,17.5,1,Y
IDCJAC0011,009225,2016,04,27,10.1,1,Y
IDCJAC0011,009225,2016,04,28,10.8,1,Y
IDCJAC0011,009225,2016,04,29,13.0,1,Y
IDCJAC0011,009225,2016,04,30,12.4,1,Y
IDCJAC0011,009225,2016,05,01,12.8,1,Y
IDCJAC0011,009225,2016,05,02,9.9,1,Y
IDCJAC0011,009225,2016,05,03,9.7,1,Y
IDCJAC0011,009225,2016,05,04,11.2,1,Y
IDCJAC0011,009225,2016,05,05,11.6,1,Y
IDCJAC0011,009225,2016,05,06,13.2,1,Y
IDCJAC0011,009225,2016,05,07,12.4,1,Y
IDCJAC0011,009225,2016,05,08,4.6,1,Y
IDCJAC0011,009225,2016,05,09,5.0,1,Y
IDCJAC0011,009225,2016,05,10,7.0,1,Y
IDCJAC0011,009225,2016,05,11,7.3,1,Y
IDCJAC0011,009225,2016,05,12,6.0,1,Y
IDCJAC0011,009225,2016,05,13,10.5,1,Y
IDCJAC0011,009225,2016,05,14,13.9,1,Y
IDCJAC0011,009225,2016,05,15,10.2,1,Y
IDCJAC0011,009225,2016,05,16,9.4,1,Y
IDCJAC0011,009225,2016,05,17,8.9,1,Y
IDCJAC0011,009225,2016,05,18,12.5,1,Y
IDCJAC0011,009225,2016,05,19,13.1,1,Y
IDCJAC0011,009225,2016,05,20,9.1,1,Y
IDCJAC0011,009225,2016,05,21,15.1,1,Y
IDCJAC0011,009225,2016,05,22,10.5,1,Y
IDCJAC0011,009225,2016,05,23,10.6,1,Y
IDCJAC0011,009225,2016,05,24,13.2,1,Y
IDCJAC0011,009225,2016,05,25,10.1,1,Y
IDCJAC0011,009225,2016,05,26,12.8,1,Y
IDCJAC0011,009225,2016,05,27,7.0,1,Y
IDCJAC0011,009225,2016,05,28,12.5,1,Y
IDCJAC0011,009225,2016,05,29,11.0,1,Y
IDCJAC0011,009225,2016,05,30,7.3,1,Y
IDCJAC0011,009225,2016,05,31,5.0,1,Y
IDCJAC0011,009225,2016,06,01,4.9,1,Y
IDCJAC0011,009225,2016,06,02,8.5,1,Y
IDCJAC0011,009225,2016,06,03,14.3,1,Y
IDCJAC0011,009225,2016,06,04,14.7,1,Y
IDCJAC0011,009225,2016,06,05,9.5,1,Y
IDCJAC0011,009225,2016,06,06,5.4,1,Y
IDCJAC0011,009225,2016,06,07,10.9,1,Y
IDCJAC0011,009225,2016,06,08,5.9,1,Y
IDCJAC0011,009225,2016,06,09,8.3,1,Y
IDCJAC0011,009225,2016,06,10,10.5,1,Y
IDCJAC0011,009225,2016,06,11,8.1,1,Y
IDCJAC0011,009225,2016,06,12,10.9,1,Y
IDCJAC0011,009225,2016,06,13,11.5,1,Y
IDCJAC0011,009225,2016,06,14,10.9,1,Y
IDCJAC0011,009225,2016,06,15,8.3,1,Y
IDCJAC0011,009225,2016,06,16,8.6,1,Y
IDCJAC0011,009225,2016,06,17,10.5,1,Y
IDCJAC0011,009225,2016,06,18,5.4,1,Y
IDCJAC0011,009225,2016,06,19,8.8,1,Y
IDCJAC0011,009225,2016,06,20,12.1,1,Y
IDCJAC0011,009225,2016,06,21,8.5,1,Y
IDCJAC0011,009225,2016,06,22,9.6,1,Y
IDCJAC0011,009225,2016,06,23,9.1,1,Y
IDCJAC0011,009225,2016,06,24,9.5,1,Y
IDCJAC0011,009225,2016,06,25,9.5,1,Y
IDCJAC0011,009225,2016,06,26,3.4,1,Y
IDCJAC0011,009225,2016,06,27,6.6,1,Y
IDCJAC0011,009225,2016,06,28,8.0,1,Y
IDCJAC0011,009225,2016,06,29,9.7,1,Y
IDCJAC0011,009225,2016,06,30,5.0,1,Y
IDCJAC0011,009225,2016,07,01,2.9,1,N
IDCJAC0011,009225,2016,07,02,6.4,1,N
IDCJAC0011,009225,2016,07,03,6.3,1,N
IDCJAC0011,009225,2016,07,04,4.8,1,N
IDCJAC0011,009225,2016,07,05,8.2,1,N
IDCJAC0011,009225,2016,07,06,7.2,1,N
IDCJAC0011,009225,2016,07,07,10.1,1,N
IDCJAC0011,009225,2016,07,08,10.9,1,N
IDCJAC0011,009225,2016,07,09,8.2,1,N
IDCJAC0011,009225,2016,07,10,8.4,1,N
IDCJAC0011,009225,2016,07,11,6.8,1,N
IDCJAC0011,009225,2016,07,12,4.1,1,N
IDCJAC0011,009225,2016,07,13,0.6,1,N
IDCJAC0011,009225,2016,07,14,4.0,1,N
IDCJAC0011,009225,2016,07,15,10.8,1,N
IDCJAC0011,009225,2016,07,16,15.3,1,N
IDCJAC0011,009225,2016,07,17,14.3,1,N
IDCJAC0011,009225,2016,07,18,8.5,1,N
IDCJAC0011,009225,2016,07,19,3.6,1,N
IDCJAC0011,009225,2016,07,20,4.5,1,N
IDCJAC0011,009225,2016,07,21,8.8,1,N
IDCJAC0011,009225,2016,07,22,6.9,1,N
IDCJAC0011,009225,2016,07,23,8.0,1,N
IDCJAC0011,009225,2016,07,24,1.2,1,N
IDCJAC0011,009225,2016,07,25,6.7,1,N
IDCJAC0011,009225,2016,07,26,4.7,1,N
IDCJAC0011,009225,2016,07,27,5.1,1,N
IDCJAC0011,009225,2016,07,28,8.7,1,N
IDCJAC0011,009225,2016,07,29,10.6,1,N
IDCJAC0011,009225,2016,07,30,12.2,1,N
IDCJAC0011,009225,2016,07,31,12.3,1,N
IDCJAC0011,009225,2016,08,01,1.6,1,N
IDCJAC0011,009225,2016,08,02,2.3,1,N
IDCJAC0011,009225,2016,08,03,4.6,1,N
IDCJAC0011,009225,2016,08,04,11.8,1,N
IDCJAC0011,009225,2016,08,05,7.1,1,N
IDCJAC0011,009225,2016,08,06,9.2,1,N
IDCJAC0011,009225,2016,08,07,10.3,1,N
IDCJAC0011,009225,2016,08,08,10.3,1,N
IDCJAC0011,009225,2016,08,09,10.5,1,N
IDCJAC0011,009225,2016,08,10,8.6,1,N
IDCJAC0011,009225,2016,08,11,11.5,1,N
IDCJAC0011,009225,2016,08,12,4.9,1,N
IDCJAC0011,009225,2016,08,13,6.4,1,N
IDCJAC0011,009225,2016,08,14,4.6,1,N
IDCJAC0011,009225,2016,08,15,8.9,1,N
IDCJAC0011,009225,2016,08,16,7.4,1,N
IDCJAC0011,009225,2016,08,17,12.1,1,N
IDCJAC0011,009225,2016,08,18,5.5,1,N
IDCJAC0011,009225,2016,08,19,9.5,1,N
IDCJAC0011,009225,2016,08,20,9.1,1,N
IDCJAC0011,009225,2016,08,21,7.3,1,N
IDCJAC0011,009225,2016,08,22,7.5,1,N
IDCJAC0011,009225,2016,08,23,3.3,1,N
IDCJAC0011,009225,2016,08,24,3.8,1,N
IDCJAC0011,009225,2016,08,25,6.2,1,N
IDCJAC0011,009225,2016,08,26,12.0,1,N
IDCJAC0011,009225,2016,08,27,11.2,1,N
IDCJAC0011,009225,2016,08,28,10.9,1,N
IDCJAC0011,009225,2016,08,29,11.1,1,N
IDCJAC0011,009225,2016,08,30,4.5,1,N
IDCJAC0011,009225,2016,08,31,10.9,1,N
IDCJAC0011,009225,2016,09,01,5.3,1,N
IDCJAC0011,009225,2016,09,02,5.3,1,N
IDCJAC0011,009225,2016,09,03,6.8,1,N
IDCJAC0011,009225,2016,09,04,9.0,1,N
IDCJAC0011,009225,2016,09,05,9.5,1,N
IDCJAC0011,009225,2016,09,06,7.2,1,N
IDCJAC0011,009225,2016,09,07,12.3,1,N
IDCJAC0011,009225,2016,09,08,11.6,1,N
IDCJAC0011,009225,2016,09,09,7.0,1,N
IDCJAC0011,009225,2016,09,10,12.3,1,N
IDCJAC0011,009225,2016,09,11,11.9,1,N
IDCJAC0011,009225,2016,09,12,9.0,1,N
IDCJAC0011,009225,2016,09,13,8.5,1,N
IDCJAC0011,009225,2016,09,14,6.9,1,N
IDCJAC0011,009225,2016,09,15,4.3,1,N
IDCJAC0011,009225,2016,09,16,7.1,1,N
IDCJAC0011,009225,2016,09,17,5.0,1,N
IDCJAC0011,009225,2016,09,18,3.7,1,N
IDCJAC0011,009225,2016,09,19,5.9,1,N
IDCJAC0011,009225,2016,09,20,6.5,1,N
IDCJAC0011,009225,2016,09,21,5.2,1,N
IDCJAC0011,009225,2016,09,22,7.2,1,N
IDCJAC0011,009225,2016,09,23,10.2,1,N
IDCJAC0011,009225,2016,09,24,6.3,1,N
IDCJAC0011,009225,2016,09,25,8.9,1,N
IDCJAC0011,009225,2016,09,26,4.5,1,N
IDCJAC0011,009225,2016,09,27,12.0,1,N
IDCJAC0011,009225,2016,09,28,6.4,1,N
IDCJAC0011,009225,2016,09,29,4.4,1,N
IDCJAC0011,009225,2016,09,30,6.5,1,N
IDCJAC0011,009225,2016,10,01,12.3,1,Y
IDCJAC0011,009225,2016,10,02,10.0,1,Y
IDCJAC0011,009225,2016,10,03,9.1,1,Y
IDCJAC0011,009225,2016,10,04,11.2,1,Y
IDCJAC0011,009225,2016,10,05,9.0,1,Y
IDCJAC0011,009225,2016,10,06,12.3,1,Y
IDCJAC0011,009225,2016,10,07,14.7,1,Y
IDCJAC0011,009225,2016,10,08,15.3,1,Y
IDCJAC0011,009225,2016,10,09,13.0,1,Y
IDCJAC0011,009225,2016,10,10,6.5,1,Y
IDCJAC0011,009225,2016,10,11,8.9,1,Y
IDCJAC0011,009225,2016,10,12,13.9,1,Y
IDCJAC0011,009225,2016,10,13,11.1,1,Y
IDCJAC0011,009225,2016,10,14,16.0,1,Y
IDCJAC0011,009225,2016,10,15,10.4,1,Y
IDCJAC0011,009225,2016,10,16,7.8,1,Y
IDCJAC0011,009225,2016,10,17,9.3,1,Y
IDCJAC0011,009225,2016,10,18,10.8,1,Y
IDCJAC0011,009225,2016,10,19,8.1,1,Y
IDCJAC0011,009225,2016,10,20,11.1,1,Y
IDCJAC0011,009225,2016,10,21,7.9,1,Y
IDCJAC0011,009225,2016,10,22,9.5,1,Y
IDCJAC0011,009225,2016,10,23,10.2,1,Y
IDCJAC0011,009225,2016,10,24,10.7,1,Y
IDCJAC0011,009225,2016,10,25,8.9,1,Y
IDCJAC0011,009225,2016,10,26,8.4,1,Y
IDCJAC0011,009225,2016,10,27,9.9,1,Y
IDCJAC0011,009225,2016,10,28,9.8,1,Y
IDCJAC0011,009225,2016,10,29,15.0,1,Y
IDCJAC0011,009225,2016,10,30,8.9,1,Y
IDCJAC0011,009225,2016,10,31,9.7,1,Y
IDCJAC0011,009225,2016,11,01,11.2,1,Y
IDCJAC0011,009225,2016,11,02,12.0,1,Y
IDCJAC0011,009225,2016,11,03,13.2,1,Y
IDCJAC0011,009225,2016,11,04,16.0,1,Y
IDCJAC0011,009225,2016,11,05,14.1,1,Y
IDCJAC0011,009225,2016,11,06,18.2,1,Y
IDCJAC0011,009225,2016,11,07,11.5,1,Y
IDCJAC0011,009225,2016,11,08,9.4,1,Y
IDCJAC0011,009225,2016,11,09,13.0,1,Y
IDCJAC0011,009225,2016,11,10,8.2,1,Y
IDCJAC0011,009225,2016,11,11,11.2,1,Y
IDCJAC0011,009225,2016,11,12,8.2,1,Y
IDCJAC0011,009225,2016,11,13,11.6,1,Y
IDCJAC0011,009225,2016,11,14,14.1,1,Y
IDCJAC0011,009225,2016,11,15,17.3,1,Y
IDCJAC0011,009225,2016,11,16,18.6,1,Y
IDCJAC0011,009225,2016,11,17,10.6,1,Y
IDCJAC0011,009225,2016,11,18,9.9,1,Y
IDCJAC0011,009225,2016,11,19,11.8,1,Y
IDCJAC0011,009225,2016,11,20,15.3,1,Y
IDCJAC0011,009225,2016,11,21,10.2,1,Y
IDCJAC0011,009225,2016,11,22,13.0,1,Y
IDCJAC0011,009225,2016,11,23,14.3,1,Y
IDCJAC0011,009225,2016,11,24,18.0,1,Y
IDCJAC0011,009225,2016,11,25,16.7,1,Y
IDCJAC0011,009225,2016,11,26,18.7,1,Y
IDCJAC0011,009225,2016,11,27,17.1,1,Y
IDCJAC0011,009225,2016,11,28,15.2,1,Y
IDCJAC0011,009225,2016,11,29,15.3,1,Y
IDCJAC0011,009225,2016,11,30,15.1,1,Y
IDCJAC0011,009225,2016,12,01,13.7,1,Y
IDCJAC0011,009225,2016,12,02,14.0,1,Y
IDCJAC0011,009225,2016,12,03,15.7,1,Y
IDCJAC0011,009225,2016,12,04,14.6,1,Y
IDCJAC0011,009225,2016,12,05,12.8,1,Y
IDCJAC0011,009225,2016,12,06,12.9,1,Y
IDCJAC0011,009225,2016,12,07,17.8,1,Y
IDCJAC0011,009225,2016,12,08,13.3,1,Y
IDCJAC0011,009225,2016,12,09,14.1,1,Y
IDCJAC0011,009225,2016,12,10,16.2,1,Y
IDCJAC0011,009225,2016,12,11,18.2,1,Y
IDCJAC0011,009225,2016,12,12,17.7,1,Y
IDCJAC0011,009225,2016,12,13,14.4,1,Y
IDCJAC0011,009225,2016,12,14,15.6,1,Y
IDCJAC0011,009225,2016,12,15,18.3,1,Y
IDCJAC0011,009225,2016,12,16,17.9,1,Y
IDCJAC0011,009225,2016,12,17,14.2,1,Y
IDCJAC0011,009225,2016,12,18,15.5,1,Y
IDCJAC0011,009225,2016,12,19,14.5,1,Y
IDCJAC0011,009225,2016,12,20,16.0,1,Y
IDCJAC0011,009225,2016,12,21,20.3,1,Y
IDCJAC0011,009225,2016,12,22,20.0,1,Y
IDCJAC0011,009225,2016,12,23,17.3,1,Y
IDCJAC0011,009225,2016,12,24,19.2,1,Y
IDCJAC0011,009225,2016,12,25,17.9,1,Y
IDCJAC0011,009225,2016,12,26,16.2,1,Y
IDCJAC0011,009225,2016,12,27,16.3,1,Y
IDCJAC0011,009225,2016,12,28,13.4,1,Y
IDCJAC0011,009225,2016,12,29,11.8,1,Y
IDCJAC0011,009225,2016,12,30,13.1,1,Y
IDCJAC0011,009225,2016,12,31,13.1,1,Y
