Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,009542,2015,05,13,10.6,1,Y
IDCJAC0011,009542,2015,05,14,8.7,1,Y
IDCJAC0011,009542,2015,05,15,8.3,1,Y
IDCJAC0011,009542,2015,05,16,12.8,1,Y
IDCJAC0011,009542,2015,05,17,12.9,1,Y
IDCJAC0011,009542,2015,05,18,11.3,1,Y
IDCJAC0011,009542,2015,05,19,11.0,1,Y
IDCJAC0011,009542,2015,05,20,6.6,1,Y
IDCJAC0011,009542,2015,05,21,5.8,1,Y
IDCJAC0011,009542,2015,05,22,7.2,1,Y
IDCJAC0011,009542,2015,05,23,9.5,1,Y
IDCJAC0011,009542,2015,05,24,7.9,1,Y
IDCJAC0011,009542,2015,05,25,9.9,1,Y
IDCJAC0011,009542,2015,05,26,10.0,1,Y
IDCJAC0011,009542,2015,05,27,8.2,1,Y
IDCJAC0011,009542,2015,05,28,8.5,1,Y
IDCJAC0011,009542,2015,05,29,5.2,1,Y
IDCJAC0011,009542,2015,05,30,5.2,1,Y
IDCJAC0011,009542,2015,05,31,6.6,1,Y
IDCJAC0011,009542,2015,06,01,6.4,1,Y
IDCJAC0011,009542,2015,06,02,11.6,1,Y
IDCJAC0011,009542,2015,06,03,11.9,1,Y
IDCJAC0011,009542,2015,06,04,10.1,1,Y
IDCJAC0011,009542,2015,06,05,8.4,1,Y
IDCJAC0011,009542,2015,06,06,11.0,1,Y
IDCJAC0011,009542,2015,06,07,9.0,1,Y
IDCJAC0011,009542,2015,06,08,8.6,1,Y
IDCJAC0011,009542,2015,06,09,10.7,1,Y
IDCJAC0011,009542,2015,06,10,9.6,1,Y
IDCJAC0011,009542,2015,06,11,6.3,1,Y
IDCJAC0011,009542,2015,06,12,10.7,1,Y
IDCJAC0011,009542,2015,06,13,12.3,1,Y
IDCJAC0011,009542,2015,06,14,8.4,1,Y
IDCJAC0011,009542,2015,06,15,8.5,1,Y
IDCJAC0011,009542,2015,06,16,7.1,1,Y
IDCJAC0011,009542,2015,06,17,7.2,1,Y
IDCJAC0011,009542,2015,06,18,10.0,1,Y
IDCJAC0011,009542,2015,06,19,10.7,1,Y
IDCJAC0011,009542,2015,06,20,11.5,1,Y
IDCJAC0011,009542,2015,06,21,13.8,1,Y
IDCJAC0011,009542,2015,06,22,7.2,1,Y
IDCJAC0011,009542,2015,06,23,9.1,1,Y
IDCJAC0011,009542,2015,06,24,5.4,1,Y
IDCJAC0011,009542,2015,06,25,6.5,1,Y
IDCJAC0011,009542,2015,06,26,6.5,1,Y
IDCJAC0011,009542,2015,06,27,9.9,1,Y
IDCJAC0011,009542,2015,06,28,9.6,1,Y
IDCJAC0011,009542,2015,06,29,9.1,1,Y
IDCJAC0011,009542,2015,06,30,6.5,1,Y
IDCJAC0011,009542,2015,07,01,11.1,1,Y
IDCJAC0011,009542,2015,07,02,12.6,1,Y
IDCJAC0011,009542,2015,07,03,11.4,1,Y
IDCJAC0011,009542,2015,07,04,9.2,1,Y
IDCJAC0011,009542,2015,07,05,9.7,1,Y
IDCJAC0011,009542,2015,07,06,7.3,1,Y
IDCJAC0011,009542,2015,07,07,7.8,1,Y
IDCJAC0011,009542,2015,07,08,10.0,1,Y
IDCJAC0011,009542,2015,07,09,5.8,1,Y
IDCJAC0011,009542,2015,07,10,6.4,1,Y
IDCJAC0011,009542,2015,07,11,7.1,1,Y
IDCJAC0011,009542,2015,07,12,7.5,1,Y
IDCJAC0011,009542,2015,07,13,6.6,1,Y
IDCJAC0011,009542,2015,07,14,8.8,1,Y
IDCJAC0011,009542,2015,07,15,7.3,1,Y
IDCJAC0011,009542,2015,07,16,5.6,1,Y
IDCJAC0011,009542,2015,07,17,5.9,1,Y
IDCJAC0011,009542,2015,07,18,6.4,1,Y
IDCJAC0011,009542,2015,07,19,8.3,1,Y
IDCJAC0011,009542,2015,07,20,10.8,1,Y
IDCJAC0011,009542,2015,07,21,5.5,1,Y
IDCJAC0011,009542,2015,07,22,4.5,1,Y
IDCJAC0011,009542,2015,07,23,7.3,1,Y
IDCJAC0011,009542,2015,07,24,6.7,1,Y
IDCJAC0011,009542,2015,07,25,7.6,1,Y
IDCJAC0011,009542,2015,07,26,5.9,1,Y
IDCJAC0011,009542,2015,07,27,6.0,1,Y
IDCJAC0011,009542,2015,07,28,7.6,1,Y
IDCJAC0011,009542,2015,07,29,9.0,1,Y
IDCJAC0011,009542,2015,07,30,10.1,1,Y
IDCJAC0011,009542,2015,07,31,13.1,1,Y
IDCJAC0011,009542,2015,08,01,10.2,1,Y
IDCJAC0011,009542,2015,08,02,8.0,1,Y
IDCJAC0011,009542,2015,08,03,7.0,1,Y
IDCJAC0011,009542,2015,08,04,6.2,1,Y
IDCJAC0011,009542,2015,08,05,5.2,1,Y
IDCJAC0011,009542,2015,08,06,6.8,1,Y
IDCJAC0011,009542,2015,08,07,8.7,1,Y
IDCJAC0011,009542,2015,08,08,8.8,1,Y
IDCJAC0011,009542,2015,08,09,5.2,1,Y
IDCJAC0011,009542,2015,08,10,4.3,1,Y
IDCJAC0011,009542,2015,08,11,8.6,1,Y
IDCJAC0011,009542,2015,08,12,8.6,1,Y
IDCJAC0011,009542,2015,08,13,8.8,1,Y
IDCJAC0011,009542,2015,08,14,6.2,1,Y
IDCJAC0011,009542,2015,08,15,9.8,1,Y
IDCJAC0011,009542,2015,08,16,11.0,1,Y
IDCJAC0011,009542,2015,08,17,12.1,1,Y
IDCJAC0011,009542,2015,08,18,13.3,1,Y
IDCJAC0011,009542,2015,08,19,9.3,1,Y
IDCJAC0011,009542,2015,08,20,9.9,1,Y
IDCJAC0011,009542,2015,08,21,7.5,1,Y
IDCJAC0011,009542,2015,08,22,9.7,1,Y
IDCJAC0011,009542,2015,08,23,8.3,1,Y
IDCJAC0011,009542,2015,08,24,5.6,1,Y
IDCJAC0011,009542,2015,08,25,6.5,1,Y
IDCJAC0011,009542,2015,08,26,6.1,1,Y
IDCJAC0011,009542,2015,08,27,7.6,1,Y
IDCJAC0011,009542,2015,08,28,8.7,1,Y
IDCJAC0011,009542,2015,08,29,10.7,1,Y
IDCJAC0011,009542,2015,08,30,10.4,1,Y
IDCJAC0011,009542,2015,08,31,6.8,1,Y
IDCJAC0011,009542,2015,09,01,5.5,1,Y
IDCJAC0011,009542,2015,09,02,4.7,1,Y
IDCJAC0011,009542,2015,09,03,3.3,1,Y
IDCJAC0011,009542,2015,09,04,8.4,1,Y
IDCJAC0011,009542,2015,09,05,11.6,1,Y
IDCJAC0011,009542,2015,09,06,4.0,1,Y
IDCJAC0011,009542,2015,09,07,5.5,1,Y
IDCJAC0011,009542,2015,09,08,8.3,1,Y
IDCJAC0011,009542,2015,09,09,10.2,1,Y
IDCJAC0011,009542,2015,09,10,14.6,1,Y
IDCJAC0011,009542,2015,09,11,8.1,1,Y
IDCJAC0011,009542,2015,09,12,9.0,1,Y
IDCJAC0011,009542,2015,09,13,6.2,1,Y
IDCJAC0011,009542,2015,09,14,5.2,1,Y
IDCJAC0011,009542,2015,09,15,8.1,1,Y
IDCJAC0011,009542,2015,09,16,5.7,1,Y
IDCJAC0011,009542,2015,09,17,5.9,1,Y
IDCJAC0011,009542,2015,09,18,8.1,1,Y
IDCJAC0011,009542,2015,09,19,9.5,1,Y
IDCJAC0011,009542,2015,09,20,6.3,1,Y
IDCJAC0011,009542,2015,09,21,8.1,1,Y
IDCJAC0011,009542,2015,09,22,8.0,1,Y
IDCJAC0011,009542,2015,09,23,9.5,1,Y
IDCJAC0011,009542,2015,09,24,9.7,1,Y
IDCJAC0011,009542,2015,09,25,12.5,1,Y
IDCJAC0011,009542,2015,09,26,10.9,1,Y
IDCJAC0011,009542,2015,09,27,10.0,1,Y
IDCJAC0011,009542,2015,09,28,7.7,1,Y
IDCJAC0011,009542,2015,09,29,11.8,1,Y
IDCJAC0011,009542,2015,09,30,7.5,1,Y
IDCJAC0011,009542,2015,10,01,11.6,1,Y
IDCJAC0011,009542,2015,10,02,14.8,1,Y
IDCJAC0011,009542,2015,10,03,14.1,1,Y
IDCJAC0011,009542,2015,10,04,12.5,1,Y
IDCJAC0011,009542,2015,10,05,13.6,1,Y
IDCJAC0011,009542,2015,10,06,5.2,1,Y
IDCJAC0011,009542,2015,10,07,5.8,1,Y
IDCJAC0011,009542,2015,10,08,9.4,1,Y
IDCJAC0011,009542,2015,10,09,10.3,1,Y
IDCJAC0011,009542,2015,10,10,15.2,1,Y
IDCJAC0011,009542,2015,10,11,13.7,1,Y
IDCJAC0011,009542,2015,10,12,11.4,1,Y
IDCJAC0011,009542,2015,10,13,16.3,1,Y
IDCJAC0011,009542,2015,10,14,15.7,1,Y
IDCJAC0011,009542,2015,10,15,10.3,1,Y
IDCJAC0011,009542,2015,10,16,5.7,1,Y
IDCJAC0011,009542,2015,10,17,10.2,1,Y
IDCJAC0011,009542,2015,10,18,15.9,1,Y
IDCJAC0011,009542,2015,10,19,9.9,1,Y
IDCJAC0011,009542,2015,10,20,7.1,1,Y
IDCJAC0011,009542,2015,10,21,9.8,1,Y
IDCJAC0011,009542,2015,10,22,12.2,1,Y
IDCJAC0011,009542,2015,10,23,15.5,1,Y
IDCJAC0011,009542,2015,10,24,13.3,1,Y
IDCJAC0011,009542,2015,10,25,13.7,1,Y
IDCJAC0011,009542,2015,10,26,12.9,1,Y
IDCJAC0011,009542,2015,10,27,13.7,1,Y
IDCJAC0011,009542,2015,10,28,14.4,1,Y
IDCJAC0011,009542,2015,10,29,12.9,1,Y
IDCJAC0011,009542,2015,10,30,12.8,1,Y
IDCJAC0011,009542,2015,10,31,16.3,1,Y
IDCJAC0011,009542,2015,11,01,13.9,1,Y
IDCJAC0011,009542,2015,11,02,12.1,1,Y
IDCJAC0011,009542,2015,11,03,12.1,1,Y
IDCJAC0011,009542,2015,11,04,8.1,1,Y
IDCJAC0011,009542,2015,11,05,13.7,1,Y
IDCJAC0011,009542,2015,11,06,14.3,1,Y
IDCJAC0011,009542,2015,11,07,16.3,1,Y
IDCJAC0011,009542,2015,11,08,15.5,1,Y
IDCJAC0011,009542,2015,11,09,12.4,1,Y
IDCJAC0011,009542,2015,11,10,13.6,1,Y
IDCJAC0011,009542,2015,11,11,14.8,1,Y
IDCJAC0011,009542,2015,11,12,14.9,1,Y
IDCJAC0011,009542,2015,11,13,15.6,1,Y
IDCJAC0011,009542,2015,11,14,13.7,1,Y
IDCJAC0011,009542,2015,11,15,17.0,1,Y
IDCJAC0011,009542,2015,11,16,13.6,1,Y
IDCJAC0011,009542,2015,11,17,14.0,1,Y
IDCJAC0011,009542,2015,11,18,14.1,1,Y
IDCJAC0011,009542,2015,11,19,11.7,1,Y
IDCJAC0011,009542,2015,11,20,12.7,1,Y
IDCJAC0011,009542,2015,11,21,10.0,1,Y
IDCJAC0011,009542,2015,11,22,11.4,1,Y
IDCJAC0011,009542,2015,11,23,15.2,1,Y
IDCJAC0011,009542,2015,11,24,19.2,1,Y
IDCJAC0011,009542,2015,11,25,11.1,1,Y
IDCJAC0011,009542,2015,11,26,11.4,1,Y
IDCJAC0011,009542,2015,11,27,11.8,1,Y
IDCJAC0011,009542,2015,11,28,13.0,1,Y
IDCJAC0011,009542,2015,11,29,14.2,1,Y
IDCJAC0011,009542,2015,11,30,10.8,1,Y
IDCJAC0011,009542,2015,12,01,10.6,1,Y
IDCJAC0011,009542,2015,12,02,9.0,1,Y
IDCJAC0011,009542,2015,12,03,16.4,1,Y
IDCJAC0011,009542,2015,12,04,15.1,1,Y
IDCJAC0011,009542,2015,12,05,15.7,1,Y
IDCJAC0011,009542,2015,12,06,10.9,1,Y
IDCJAC0011,009542,2015,12,07,12.8,1,Y
IDCJAC0011,009542,2015,12,08,13.9,1,Y
IDCJAC0011,009542,2015,12,09,10.4,1,Y
IDCJAC0011,009542,2015,12,10,9.6,1,Y
IDCJAC0011,009542,2015,12,11,12.0,1,Y
IDCJAC0011,009542,2015,12,12,13.6,1,Y
IDCJAC0011,009542,2015,12,13,16.3,1,Y
IDCJAC0011,009542,2015,12,14,12.4,1,Y
IDCJAC0011,009542,2015,12,15,12.8,1,Y
IDCJAC0011,009542,2015,12,16,20.1,1,Y
IDCJAC0011,009542,2015,12,17,17.0,1,Y
IDCJAC0011,009542,2015,12,18,13.9,1,Y
IDCJAC0011,009542,2015,12,19,13.9,1,Y
IDCJAC0011,009542,2015,12,20,12.9,1,Y
IDCJAC0011,009542,2015,12,21,11.4,1,Y
IDCJAC0011,009542,2015,12,22,14.8,1,Y
IDCJAC0011,009542,2015,12,23,13.0,1,Y
IDCJAC0011,009542,2015,12,24,19.5,1,Y
IDCJAC0011,009542,2015,12,25,13.4,1,Y
IDCJAC0011,009542,2015,12,26,10.5,1,Y
IDCJAC0011,009542,2015,12,27,12.7,1,Y
IDCJAC0011,009542,2015,12,28,15.8,1,Y
IDCJAC0011,009542,2015,12,29,18.2,1,Y
IDCJAC0011,009542,2015,12,30,17.8,1,Y
IDCJAC0011,009542,2015,12,31,14.6,1,Y
