Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,010916,2016,02,12,30.1,1,Y
IDCJAC0010,010916,2016,02,13,24.8,1,Y
IDCJAC0010,010916,2016,02,14,25.8,1,Y
IDCJAC0010,010916,2016,02,15,27.9,1,Y
IDCJAC0010,010916,2016,02,16,33.1,1,Y
IDCJAC0010,010916,2016,02,17,37.3,1,Y
IDCJAC0010,010916,2016,02,18,22.4,1,Y
IDCJAC0010,010916,2016,02,19,20.0,1,Y
IDCJAC0010,010916,2016,02,20,30.2,1,Y
IDCJAC0010,010916,2016,02,21,34.8,1,Y
IDCJAC0010,010916,2016,02,22,26.0,1,Y
IDCJAC0010,010916,2016,02,23,22.2,1,Y
IDCJAC0010,010916,2016,02,24,21.4,1,Y
IDCJAC0010,010916,2016,02,25,24.1,1,Y
IDCJAC0010,010916,2016,02,26,31.7,1,Y
IDCJAC0010,010916,2016,02,27,39.2,1,Y
IDCJAC0010,010916,2016,02,28,32.7,1,Y
IDCJAC0010,010916,2016,02,29,30.4,1,Y
IDCJAC0010,010916,2016,03,01,25.3,1,Y
IDCJAC0010,010916,2016,03,02,29.4,1,Y
IDCJAC0010,010916,2016,03,03,33.6,1,Y
IDCJAC0010,010916,2016,03,04,26.3,1,Y
IDCJAC0010,010916,2016,03,05,21.8,1,Y
IDCJAC0010,010916,2016,03,06,25.7,1,Y
IDCJAC0010,010916,2016,03,07,26.8,1,Y
IDCJAC0010,010916,2016,03,08,31.0,1,Y
IDCJAC0010,010916,2016,03,09,34.1,1,Y
IDCJAC0010,010916,2016,03,10,30.7,1,Y
IDCJAC0010,010916,2016,03,11,27.8,1,Y
IDCJAC0010,010916,2016,03,12,31.2,1,Y
IDCJAC0010,010916,2016,03,13,31.0,1,Y
IDCJAC0010,010916,2016,03,14,35.6,1,Y
IDCJAC0010,010916,2016,03,15,35.4,1,Y
IDCJAC0010,010916,2016,03,16,24.1,1,Y
IDCJAC0010,010916,2016,03,17,22.2,1,Y
IDCJAC0010,010916,2016,03,18,24.6,1,Y
IDCJAC0010,010916,2016,03,19,25.8,1,Y
IDCJAC0010,010916,2016,03,20,28.2,1,Y
IDCJAC0010,010916,2016,03,21,32.0,1,Y
IDCJAC0010,010916,2016,03,22,18.2,1,Y
IDCJAC0010,010916,2016,03,23,15.8,1,Y
IDCJAC0010,010916,2016,03,24,18.5,1,Y
IDCJAC0010,010916,2016,03,25,23.3,1,Y
IDCJAC0010,010916,2016,03,26,19.0,1,Y
IDCJAC0010,010916,2016,03,27,19.9,1,Y
IDCJAC0010,010916,2016,03,28,21.8,1,Y
IDCJAC0010,010916,2016,03,29,24.4,1,Y
IDCJAC0010,010916,2016,03,30,27.0,1,Y
IDCJAC0010,010916,2016,03,31,25.7,1,Y
IDCJAC0010,010916,2016,04,01,23.2,1,Y
IDCJAC0010,010916,2016,04,02,25.1,1,Y
IDCJAC0010,010916,2016,04,03,30.0,1,Y
IDCJAC0010,010916,2016,04,04,22.2,1,Y
IDCJAC0010,010916,2016,04,05,17.8,1,Y
IDCJAC0010,010916,2016,04,06,17.1,1,Y
IDCJAC0010,010916,2016,04,07,20.6,1,Y
IDCJAC0010,010916,2016,04,08,21.4,1,Y
IDCJAC0010,010916,2016,04,09,22.5,1,Y
IDCJAC0010,010916,2016,04,10,25.2,1,Y
IDCJAC0010,010916,2016,04,11,18.5,1,Y
IDCJAC0010,010916,2016,04,12,19.1,1,Y
IDCJAC0010,010916,2016,04,13,22.7,1,Y
IDCJAC0010,010916,2016,04,14,21.5,1,Y
IDCJAC0010,010916,2016,04,15,18.1,1,Y
IDCJAC0010,010916,2016,04,16,23.4,1,Y
IDCJAC0010,010916,2016,04,17,21.9,1,Y
IDCJAC0010,010916,2016,04,18,18.9,1,Y
IDCJAC0010,010916,2016,04,19,21.2,1,Y
IDCJAC0010,010916,2016,04,20,19.9,1,Y
IDCJAC0010,010916,2016,04,21,19.9,1,Y
IDCJAC0010,010916,2016,04,22,21.3,1,Y
IDCJAC0010,010916,2016,04,23,22.8,1,Y
IDCJAC0010,010916,2016,04,24,25.0,1,Y
IDCJAC0010,010916,2016,04,25,22.5,1,Y
IDCJAC0010,010916,2016,04,26,17.5,1,Y
IDCJAC0010,010916,2016,04,27,16.2,1,Y
IDCJAC0010,010916,2016,04,28,17.2,1,Y
IDCJAC0010,010916,2016,04,29,19.2,1,Y
IDCJAC0010,010916,2016,04,30,13.7,1,Y
IDCJAC0010,010916,2016,05,01,14.4,1,Y
IDCJAC0010,010916,2016,05,02,18.2,1,Y
IDCJAC0010,010916,2016,05,03,19.1,1,Y
IDCJAC0010,010916,2016,05,04,19.3,1,Y
IDCJAC0010,010916,2016,05,05,18.4,1,Y
IDCJAC0010,010916,2016,05,06,16.3,1,Y
IDCJAC0010,010916,2016,05,07,15.7,1,Y
IDCJAC0010,010916,2016,05,08,14.1,1,Y
IDCJAC0010,010916,2016,05,09,18.2,1,Y
IDCJAC0010,010916,2016,05,10,19.0,1,Y
IDCJAC0010,010916,2016,05,11,21.6,1,Y
IDCJAC0010,010916,2016,05,12,24.4,1,Y
IDCJAC0010,010916,2016,05,13,20.8,1,Y
IDCJAC0010,010916,2016,05,14,20.3,1,Y
IDCJAC0010,010916,2016,05,15,19.7,1,Y
IDCJAC0010,010916,2016,05,16,17.2,1,Y
IDCJAC0010,010916,2016,05,17,19.5,1,Y
IDCJAC0010,010916,2016,05,18,18.2,1,Y
IDCJAC0010,010916,2016,05,19,17.4,1,Y
IDCJAC0010,010916,2016,05,20,18.9,1,Y
IDCJAC0010,010916,2016,05,21,13.1,1,Y
IDCJAC0010,010916,2016,05,22,15.1,1,Y
IDCJAC0010,010916,2016,05,23,17.1,1,Y
IDCJAC0010,010916,2016,05,24,15.5,1,Y
IDCJAC0010,010916,2016,05,25,15.6,1,Y
IDCJAC0010,010916,2016,05,26,15.9,1,Y
IDCJAC0010,010916,2016,05,27,16.3,1,Y
IDCJAC0010,010916,2016,05,28,16.5,1,Y
IDCJAC0010,010916,2016,05,29,13.6,1,Y
IDCJAC0010,010916,2016,05,30,14.2,1,Y
IDCJAC0010,010916,2016,05,31,15.3,1,Y
IDCJAC0010,010916,2016,06,01,15.7,1,Y
IDCJAC0010,010916,2016,06,02,16.1,1,Y
IDCJAC0010,010916,2016,06,03,19.2,1,Y
IDCJAC0010,010916,2016,06,04,14.2,1,Y
IDCJAC0010,010916,2016,06,05,13.8,1,Y
IDCJAC0010,010916,2016,06,06,13.8,1,Y
IDCJAC0010,010916,2016,06,07,11.7,1,Y
IDCJAC0010,010916,2016,06,08,11.0,1,Y
IDCJAC0010,010916,2016,06,09,13.8,1,Y
IDCJAC0010,010916,2016,06,10,12.2,1,Y
IDCJAC0010,010916,2016,06,11,15.4,1,Y
IDCJAC0010,010916,2016,06,12,17.1,1,Y
IDCJAC0010,010916,2016,06,13,14.2,1,Y
IDCJAC0010,010916,2016,06,14,15.6,1,Y
IDCJAC0010,010916,2016,06,15,16.7,1,Y
IDCJAC0010,010916,2016,06,16,12.3,1,Y
IDCJAC0010,010916,2016,06,17,12.4,1,Y
IDCJAC0010,010916,2016,06,18,13.9,1,Y
IDCJAC0010,010916,2016,06,19,16.4,1,Y
IDCJAC0010,010916,2016,06,20,14.7,1,Y
IDCJAC0010,010916,2016,06,21,12.7,1,Y
IDCJAC0010,010916,2016,06,22,15.3,1,Y
IDCJAC0010,010916,2016,06,23,12.1,1,Y
IDCJAC0010,010916,2016,06,24,13.4,1,Y
IDCJAC0010,010916,2016,06,25,13.5,1,Y
IDCJAC0010,010916,2016,06,26,14.4,1,Y
IDCJAC0010,010916,2016,06,27,14.2,1,Y
IDCJAC0010,010916,2016,06,28,13.7,1,Y
IDCJAC0010,010916,2016,06,29,14.9,1,Y
IDCJAC0010,010916,2016,06,30,15.0,1,Y
IDCJAC0010,010916,2016,07,01,15.3,1,Y
IDCJAC0010,010916,2016,07,02,16.6,1,Y
IDCJAC0010,010916,2016,07,03,11.1,1,Y
IDCJAC0010,010916,2016,07,04,10.8,1,Y
IDCJAC0010,010916,2016,07,05,12.6,1,Y
IDCJAC0010,010916,2016,07,06,13.3,1,Y
IDCJAC0010,010916,2016,07,07,11.1,1,Y
IDCJAC0010,010916,2016,07,08,13.9,1,Y
IDCJAC0010,010916,2016,07,09,12.2,1,Y
IDCJAC0010,010916,2016,07,10,13.3,1,Y
IDCJAC0010,010916,2016,07,11,13.1,1,Y
IDCJAC0010,010916,2016,07,12,9.9,1,Y
IDCJAC0010,010916,2016,07,13,12.2,1,Y
IDCJAC0010,010916,2016,07,14,13.0,1,Y
IDCJAC0010,010916,2016,07,15,18.5,1,Y
IDCJAC0010,010916,2016,07,16,18.1,1,Y
IDCJAC0010,010916,2016,07,17,14.9,1,Y
IDCJAC0010,010916,2016,07,18,13.6,1,Y
IDCJAC0010,010916,2016,07,19,12.7,1,Y
IDCJAC0010,010916,2016,07,20,14.2,1,Y
IDCJAC0010,010916,2016,07,21,11.1,1,Y
IDCJAC0010,010916,2016,07,22,11.6,1,Y
IDCJAC0010,010916,2016,07,23,11.4,1,Y
IDCJAC0010,010916,2016,07,24,10.1,1,Y
IDCJAC0010,010916,2016,07,25,14.6,1,Y
IDCJAC0010,010916,2016,07,26,15.2,1,Y
IDCJAC0010,010916,2016,07,27,15.2,1,Y
IDCJAC0010,010916,2016,07,28,16.7,1,Y
IDCJAC0010,010916,2016,07,29,18.1,1,Y
IDCJAC0010,010916,2016,07,30,16.2,1,Y
IDCJAC0010,010916,2016,07,31,10.2,1,Y
IDCJAC0010,010916,2016,08,01,12.6,1,Y
IDCJAC0010,010916,2016,08,02,13.2,1,Y
IDCJAC0010,010916,2016,08,03,13.1,1,Y
IDCJAC0010,010916,2016,08,04,12.6,1,Y
IDCJAC0010,010916,2016,08,05,14.5,1,Y
IDCJAC0010,010916,2016,08,06,14.9,1,Y
IDCJAC0010,010916,2016,08,07,13.7,1,Y
IDCJAC0010,010916,2016,08,08,9.9,1,Y
IDCJAC0010,010916,2016,08,09,13.3,1,Y
IDCJAC0010,010916,2016,08,10,13.4,1,Y
IDCJAC0010,010916,2016,08,11,15.3,1,Y
IDCJAC0010,010916,2016,08,12,14.4,1,Y
IDCJAC0010,010916,2016,08,13,14.6,1,Y
IDCJAC0010,010916,2016,08,14,17.4,1,Y
IDCJAC0010,010916,2016,08,15,15.2,1,Y
IDCJAC0010,010916,2016,08,16,15.7,1,Y
IDCJAC0010,010916,2016,08,17,14.1,1,Y
IDCJAC0010,010916,2016,08,18,10.5,1,Y
IDCJAC0010,010916,2016,08,19,12.3,1,Y
IDCJAC0010,010916,2016,08,20,15.0,1,Y
IDCJAC0010,010916,2016,08,21,14.2,1,Y
IDCJAC0010,010916,2016,08,22,11.3,1,Y
IDCJAC0010,010916,2016,08,23,12.3,1,Y
IDCJAC0010,010916,2016,08,24,12.6,1,Y
IDCJAC0010,010916,2016,08,25,13.3,1,Y
IDCJAC0010,010916,2016,08,26,17.5,1,Y
IDCJAC0010,010916,2016,08,27,14.4,1,Y
IDCJAC0010,010916,2016,08,28,13.8,1,Y
IDCJAC0010,010916,2016,08,29,13.8,1,Y
IDCJAC0010,010916,2016,08,30,14.2,1,Y
IDCJAC0010,010916,2016,08,31,12.9,1,Y
IDCJAC0010,010916,2016,09,01,13.8,1,Y
IDCJAC0010,010916,2016,09,02,15.4,1,Y
IDCJAC0010,010916,2016,09,03,14.2,1,Y
IDCJAC0010,010916,2016,09,04,19.6,1,Y
IDCJAC0010,010916,2016,09,05,19.2,1,Y
IDCJAC0010,010916,2016,09,06,18.6,1,Y
IDCJAC0010,010916,2016,09,07,14.3,1,Y
IDCJAC0010,010916,2016,09,08,14.1,1,Y
IDCJAC0010,010916,2016,09,09,14.9,1,Y
IDCJAC0010,010916,2016,09,10,15.2,1,Y
IDCJAC0010,010916,2016,09,11,13.4,1,Y
IDCJAC0010,010916,2016,09,12,12.3,1,Y
IDCJAC0010,010916,2016,09,13,12.9,1,Y
IDCJAC0010,010916,2016,09,14,13.9,1,Y
IDCJAC0010,010916,2016,09,15,14.7,1,Y
IDCJAC0010,010916,2016,09,16,13.1,1,Y
IDCJAC0010,010916,2016,09,17,14.6,1,Y
IDCJAC0010,010916,2016,09,18,15.9,1,Y
IDCJAC0010,010916,2016,09,19,13.8,1,Y
IDCJAC0010,010916,2016,09,20,16.6,1,Y
IDCJAC0010,010916,2016,09,21,18.9,1,Y
IDCJAC0010,010916,2016,09,22,15.0,1,Y
IDCJAC0010,010916,2016,09,23,12.6,1,Y
IDCJAC0010,010916,2016,09,24,13.4,1,Y
IDCJAC0010,010916,2016,09,25,14.0,1,Y
IDCJAC0010,010916,2016,09,26,16.0,1,Y
IDCJAC0010,010916,2016,09,27,16.5,1,Y
IDCJAC0010,010916,2016,09,28,12.2,1,Y
IDCJAC0010,010916,2016,09,29,16.4,1,Y
IDCJAC0010,010916,2016,09,30,17.0,1,Y
IDCJAC0010,010916,2016,10,01,12.0,1,Y
IDCJAC0010,010916,2016,10,02,15.1,1,Y
IDCJAC0010,010916,2016,10,03,17.9,1,Y
IDCJAC0010,010916,2016,10,04,19.1,1,Y
IDCJAC0010,010916,2016,10,05,21.8,1,Y
IDCJAC0010,010916,2016,10,06,18.3,1,Y
IDCJAC0010,010916,2016,10,07,22.5,1,Y
IDCJAC0010,010916,2016,10,08,18.2,1,Y
IDCJAC0010,010916,2016,10,09,14.9,1,Y
IDCJAC0010,010916,2016,10,10,16.0,1,Y
IDCJAC0010,010916,2016,10,11,20.7,1,Y
IDCJAC0010,010916,2016,10,12,27.4,1,Y
IDCJAC0010,010916,2016,10,13,28.0,1,Y
IDCJAC0010,010916,2016,10,14,19.9,1,Y
IDCJAC0010,010916,2016,10,15,15.4,1,Y
IDCJAC0010,010916,2016,10,16,17.3,1,Y
IDCJAC0010,010916,2016,10,17,18.2,1,Y
IDCJAC0010,010916,2016,10,18,18.4,1,Y
IDCJAC0010,010916,2016,10,19,18.2,1,Y
IDCJAC0010,010916,2016,10,20,14.9,1,Y
IDCJAC0010,010916,2016,10,21,18.2,1,Y
IDCJAC0010,010916,2016,10,22,25.0,1,Y
IDCJAC0010,010916,2016,10,23,30.2,1,Y
IDCJAC0010,010916,2016,10,24,18.9,1,Y
IDCJAC0010,010916,2016,10,25,19.9,1,Y
IDCJAC0010,010916,2016,10,26,21.8,1,Y
IDCJAC0010,010916,2016,10,27,22.4,1,Y
IDCJAC0010,010916,2016,10,28,24.6,1,Y
IDCJAC0010,010916,2016,10,29,21.4,1,Y
IDCJAC0010,010916,2016,10,30,19.1,1,Y
IDCJAC0010,010916,2016,10,31,19.5,1,Y
IDCJAC0010,010916,2016,11,01,21.5,1,N
IDCJAC0010,010916,2016,11,02,29.5,1,N
IDCJAC0010,010916,2016,11,03,28.4,1,N
IDCJAC0010,010916,2016,11,04,25.8,1,N
IDCJAC0010,010916,2016,11,05,33.0,1,N
IDCJAC0010,010916,2016,11,06,26.8,1,N
IDCJAC0010,010916,2016,11,07,20.5,1,N
IDCJAC0010,010916,2016,11,08,23.7,1,N
IDCJAC0010,010916,2016,11,09,17.2,1,N
IDCJAC0010,010916,2016,11,10,22.8,1,N
IDCJAC0010,010916,2016,11,11,20.1,1,N
IDCJAC0010,010916,2016,11,12,23.3,1,N
IDCJAC0010,010916,2016,11,13,27.8,1,N
IDCJAC0010,010916,2016,11,14,,,
IDCJAC0010,010916,2016,11,15,38.6,1,N
IDCJAC0010,010916,2016,11,16,24.9,1,N
IDCJAC0010,010916,2016,11,17,22.2,1,N
IDCJAC0010,010916,2016,11,18,28.5,1,N
IDCJAC0010,010916,2016,11,19,33.3,1,N
IDCJAC0010,010916,2016,11,20,21.5,1,N
IDCJAC0010,010916,2016,11,21,22.8,1,N
IDCJAC0010,010916,2016,11,22,25.9,1,N
IDCJAC0010,010916,2016,11,23,30.1,1,N
IDCJAC0010,010916,2016,11,24,29.0,1,N
IDCJAC0010,010916,2016,11,25,31.2,1,N
IDCJAC0010,010916,2016,11,26,35.7,1,N
IDCJAC0010,010916,2016,11,27,30.5,1,N
IDCJAC0010,010916,2016,11,28,31.3,1,N
IDCJAC0010,010916,2016,11,29,22.5,1,N
IDCJAC0010,010916,2016,11,30,27.9,1,N
IDCJAC0010,010916,2016,12,01,23.8,1,Y
IDCJAC0010,010916,2016,12,02,27.5,1,Y
IDCJAC0010,010916,2016,12,03,26.0,1,Y
IDCJAC0010,010916,2016,12,04,24.1,1,Y
IDCJAC0010,010916,2016,12,05,25.1,1,Y
IDCJAC0010,010916,2016,12,06,27.6,1,Y
IDCJAC0010,010916,2016,12,07,23.0,1,Y
IDCJAC0010,010916,2016,12,08,27.3,1,Y
IDCJAC0010,010916,2016,12,09,33.3,1,Y
IDCJAC0010,010916,2016,12,10,39.6,1,Y
IDCJAC0010,010916,2016,12,11,32.4,1,Y
IDCJAC0010,010916,2016,12,12,16.6,1,Y
IDCJAC0010,010916,2016,12,13,22.3,1,Y
IDCJAC0010,010916,2016,12,14,25.4,1,Y
IDCJAC0010,010916,2016,12,15,32.0,1,Y
IDCJAC0010,010916,2016,12,16,23.3,1,Y
IDCJAC0010,010916,2016,12,17,28.8,1,Y
IDCJAC0010,010916,2016,12,18,28.4,1,Y
IDCJAC0010,010916,2016,12,19,25.6,1,Y
IDCJAC0010,010916,2016,12,20,29.8,1,Y
IDCJAC0010,010916,2016,12,21,37.5,1,Y
IDCJAC0010,010916,2016,12,22,29.3,1,Y
IDCJAC0010,010916,2016,12,23,33.4,1,Y
IDCJAC0010,010916,2016,12,24,33.8,1,Y
IDCJAC0010,010916,2016,12,25,27.4,1,Y
IDCJAC0010,010916,2016,12,26,32.6,1,Y
IDCJAC0010,010916,2016,12,27,21.6,1,Y
IDCJAC0010,010916,2016,12,28,21.5,1,Y
IDCJAC0010,010916,2016,12,29,25.7,1,Y
IDCJAC0010,010916,2016,12,30,24.0,1,Y
IDCJAC0010,010916,2016,12,31,24.7,1,Y
