Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,008315,2016,08,28,17.2,1,Y
IDCJAC0010,008315,2016,08,29,18.8,1,Y
IDCJAC0010,008315,2016,08,30,21.3,1,Y
IDCJAC0010,008315,2016,08,31,18.2,1,Y
IDCJAC0010,008315,2016,09,01,17.9,1,Y
IDCJAC0010,008315,2016,09,02,18.9,1,Y
IDCJAC0010,008315,2016,09,03,21.5,1,Y
IDCJAC0010,008315,2016,09,04,23.8,1,Y
IDCJAC0010,008315,2016,09,05,19.9,1,Y
IDCJAC0010,008315,2016,09,06,20.7,1,Y
IDCJAC0010,008315,2016,09,07,18.9,1,Y
IDCJAC0010,008315,2016,09,08,19.3,1,Y
IDCJAC0010,008315,2016,09,09,19.7,1,Y
IDCJAC0010,008315,2016,09,10,20.2,1,Y
IDCJAC0010,008315,2016,09,11,20.1,1,Y
IDCJAC0010,008315,2016,09,12,21.5,1,Y
IDCJAC0010,008315,2016,09,13,20.9,1,Y
IDCJAC0010,008315,2016,09,14,22.2,1,Y
IDCJAC0010,008315,2016,09,15,20.0,1,Y
IDCJAC0010,008315,2016,09,16,18.2,1,Y
IDCJAC0010,008315,2016,09,17,20.3,1,Y
IDCJAC0010,008315,2016,09,18,20.9,1,Y
IDCJAC0010,008315,2016,09,19,18.2,1,Y
IDCJAC0010,008315,2016,09,20,20.6,1,Y
IDCJAC0010,008315,2016,09,21,26.5,1,Y
IDCJAC0010,008315,2016,09,22,21.2,1,Y
IDCJAC0010,008315,2016,09,23,18.9,1,Y
IDCJAC0010,008315,2016,09,24,19.3,1,Y
IDCJAC0010,008315,2016,09,25,20.4,1,Y
IDCJAC0010,008315,2016,09,26,19.6,1,Y
IDCJAC0010,008315,2016,09,27,21.3,1,Y
IDCJAC0010,008315,2016,09,28,19.3,1,Y
IDCJAC0010,008315,2016,09,29,22.7,1,Y
IDCJAC0010,008315,2016,09,30,20.2,1,Y
IDCJAC0010,008315,2016,10,01,22.1,1,Y
IDCJAC0010,008315,2016,10,02,19.7,1,Y
IDCJAC0010,008315,2016,10,03,21.1,1,Y
IDCJAC0010,008315,2016,10,04,25.1,1,Y
IDCJAC0010,008315,2016,10,05,29.2,1,Y
IDCJAC0010,008315,2016,10,06,24.4,1,Y
IDCJAC0010,008315,2016,10,07,25.9,1,Y
IDCJAC0010,008315,2016,10,08,20.5,1,Y
IDCJAC0010,008315,2016,10,09,20.9,1,Y
IDCJAC0010,008315,2016,10,10,25.6,1,Y
IDCJAC0010,008315,2016,10,11,31.8,1,Y
IDCJAC0010,008315,2016,10,12,37.3,1,Y
IDCJAC0010,008315,2016,10,13,27.5,1,Y
IDCJAC0010,008315,2016,10,14,23.5,1,Y
IDCJAC0010,008315,2016,10,15,20.3,1,Y
IDCJAC0010,008315,2016,10,16,22.5,1,Y
IDCJAC0010,008315,2016,10,17,23.2,1,Y
IDCJAC0010,008315,2016,10,18,24.6,1,Y
IDCJAC0010,008315,2016,10,19,21.3,1,Y
IDCJAC0010,008315,2016,10,20,21.8,1,Y
IDCJAC0010,008315,2016,10,21,28.1,1,Y
IDCJAC0010,008315,2016,10,22,32.9,1,Y
IDCJAC0010,008315,2016,10,23,30.6,1,Y
IDCJAC0010,008315,2016,10,24,23.9,1,Y
IDCJAC0010,008315,2016,10,25,22.1,1,Y
IDCJAC0010,008315,2016,10,26,24.3,1,Y
IDCJAC0010,008315,2016,10,27,23.7,1,Y
IDCJAC0010,008315,2016,10,28,23.1,1,Y
IDCJAC0010,008315,2016,10,29,23.5,1,Y
IDCJAC0010,008315,2016,10,30,23.5,1,Y
IDCJAC0010,008315,2016,10,31,23.2,1,Y
IDCJAC0010,008315,2016,11,01,25.9,1,N
IDCJAC0010,008315,2016,11,02,30.1,1,N
IDCJAC0010,008315,2016,11,03,23.5,1,N
IDCJAC0010,008315,2016,11,04,32.2,1,N
IDCJAC0010,008315,2016,11,05,38.5,1,N
IDCJAC0010,008315,2016,11,06,26.4,1,N
IDCJAC0010,008315,2016,11,07,23.6,1,N
IDCJAC0010,008315,2016,11,08,23.6,1,N
IDCJAC0010,008315,2016,11,09,22.1,1,N
IDCJAC0010,008315,2016,11,10,23.2,1,N
IDCJAC0010,008315,2016,11,11,23.7,1,N
IDCJAC0010,008315,2016,11,12,28.4,1,N
IDCJAC0010,008315,2016,11,13,34.7,1,N
IDCJAC0010,008315,2016,11,14,42.0,1,N
IDCJAC0010,008315,2016,11,15,27.3,1,N
IDCJAC0010,008315,2016,11,16,23.9,1,N
IDCJAC0010,008315,2016,11,17,24.1,1,N
IDCJAC0010,008315,2016,11,18,30.3,1,N
IDCJAC0010,008315,2016,11,19,26.2,1,N
IDCJAC0010,008315,2016,11,20,25.5,1,N
IDCJAC0010,008315,2016,11,21,24.6,1,N
IDCJAC0010,008315,2016,11,22,32.0,1,N
IDCJAC0010,008315,2016,11,23,35.2,1,N
IDCJAC0010,008315,2016,11,24,38.0,1,N
IDCJAC0010,008315,2016,11,25,39.7,1,N
IDCJAC0010,008315,2016,11,26,38.0,1,N
IDCJAC0010,008315,2016,11,27,31.2,1,N
IDCJAC0010,008315,2016,11,28,26.1,1,N
IDCJAC0010,008315,2016,11,29,25.6,1,N
IDCJAC0010,008315,2016,11,30,26.1,1,N
IDCJAC0010,008315,2016,12,01,26.3,1,N
IDCJAC0010,008315,2016,12,02,25.5,1,N
IDCJAC0010,008315,2016,12,03,24.1,1,Y
IDCJAC0010,008315,2016,12,04,25.9,1,Y
IDCJAC0010,008315,2016,12,05,24.3,1,N
IDCJAC0010,008315,2016,12,06,26.4,1,N
IDCJAC0010,008315,2016,12,07,29.4,1,N
IDCJAC0010,008315,2016,12,08,35.0,1,N
IDCJAC0010,008315,2016,12,09,36.6,1,N
IDCJAC0010,008315,2016,12,10,33.9,1,N
IDCJAC0010,008315,2016,12,11,29.0,1,N
IDCJAC0010,008315,2016,12,12,25.4,1,N
IDCJAC0010,008315,2016,12,13,27.2,1,N
IDCJAC0010,008315,2016,12,14,36.3,1,N
IDCJAC0010,008315,2016,12,15,38.0,1,N
IDCJAC0010,008315,2016,12,16,29.2,1,Y
IDCJAC0010,008315,2016,12,17,32.0,1,Y
IDCJAC0010,008315,2016,12,18,26.4,1,Y
IDCJAC0010,008315,2016,12,19,32.9,1,N
IDCJAC0010,008315,2016,12,20,39.8,1,N
IDCJAC0010,008315,2016,12,21,39.7,1,N
IDCJAC0010,008315,2016,12,22,25.8,1,N
IDCJAC0010,008315,2016,12,23,29.9,1,Y
IDCJAC0010,008315,2016,12,24,28.1,1,Y
IDCJAC0010,008315,2016,12,25,27.5,1,Y
IDCJAC0010,008315,2016,12,26,29.0,1,N
IDCJAC0010,008315,2016,12,27,24.3,1,Y
IDCJAC0010,008315,2016,12,28,25.0,1,Y
IDCJAC0010,008315,2016,12,29,27.2,1,Y
IDCJAC0010,008315,2016,12,30,24.9,1,N
IDCJAC0010,008315,2016,12,31,30.2,1,N
