Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,010916,2015,03,15,28.1,1,Y
IDCJAC0010,010916,2015,03,16,27.7,1,Y
IDCJAC0010,010916,2015,03,17,29.2,1,Y
IDCJAC0010,010916,2015,03,18,23.5,1,Y
IDCJAC0010,010916,2015,03,19,21.3,1,Y
IDCJAC0010,010916,2015,03,20,25.9,1,Y
IDCJAC0010,010916,2015,03,21,25.9,1,Y
IDCJAC0010,010916,2015,03,22,18.8,1,Y
IDCJAC0010,010916,2015,03,23,19.9,1,Y
IDCJAC0010,010916,2015,03,24,22.8,1,Y
IDCJAC0010,010916,2015,03,25,22.6,1,Y
IDCJAC0010,010916,2015,03,26,26.5,1,Y
IDCJAC0010,010916,2015,03,27,20.8,1,Y
IDCJAC0010,010916,2015,03,28,26.0,1,Y
IDCJAC0010,010916,2015,03,29,28.6,1,Y
IDCJAC0010,010916,2015,03,30,33.0,1,Y
IDCJAC0010,010916,2015,03,31,26.0,1,Y
IDCJAC0010,010916,2015,04,01,21.6,1,Y
IDCJAC0010,010916,2015,04,02,23.3,1,Y
IDCJAC0010,010916,2015,04,03,26.4,1,Y
IDCJAC0010,010916,2015,04,04,26.4,1,Y
IDCJAC0010,010916,2015,04,05,22.5,1,Y
IDCJAC0010,010916,2015,04,06,20.0,1,Y
IDCJAC0010,010916,2015,04,07,19.3,1,Y
IDCJAC0010,010916,2015,04,08,20.2,1,Y
IDCJAC0010,010916,2015,04,09,21.4,1,Y
IDCJAC0010,010916,2015,04,10,25.0,1,Y
IDCJAC0010,010916,2015,04,11,22.3,1,Y
IDCJAC0010,010916,2015,04,12,21.6,1,Y
IDCJAC0010,010916,2015,04,13,20.7,1,Y
IDCJAC0010,010916,2015,04,14,21.1,1,Y
IDCJAC0010,010916,2015,04,15,17.5,1,Y
IDCJAC0010,010916,2015,04,16,18.9,1,Y
IDCJAC0010,010916,2015,04,17,21.8,1,Y
IDCJAC0010,010916,2015,04,18,17.7,1,Y
IDCJAC0010,010916,2015,04,19,24.6,1,Y
IDCJAC0010,010916,2015,04,20,24.6,1,Y
IDCJAC0010,010916,2015,04,21,25.2,1,Y
IDCJAC0010,010916,2015,04,22,24.8,1,Y
IDCJAC0010,010916,2015,04,23,19.6,1,Y
IDCJAC0010,010916,2015,04,24,15.0,1,Y
IDCJAC0010,010916,2015,04,25,17.6,1,Y
IDCJAC0010,010916,2015,04,26,20.7,1,Y
IDCJAC0010,010916,2015,04,27,21.2,1,Y
IDCJAC0010,010916,2015,04,28,24.0,1,Y
IDCJAC0010,010916,2015,04,29,25.7,1,Y
IDCJAC0010,010916,2015,04,30,26.3,1,Y
IDCJAC0010,010916,2015,05,01,17.2,1,Y
IDCJAC0010,010916,2015,05,02,17.8,1,Y
IDCJAC0010,010916,2015,05,03,20.2,1,Y
IDCJAC0010,010916,2015,05,04,14.8,1,Y
IDCJAC0010,010916,2015,05,05,18.2,1,Y
IDCJAC0010,010916,2015,05,06,18.2,1,Y
IDCJAC0010,010916,2015,05,07,19.2,1,Y
IDCJAC0010,010916,2015,05,08,20.2,1,Y
IDCJAC0010,010916,2015,05,09,20.0,1,Y
IDCJAC0010,010916,2015,05,10,20.2,1,Y
IDCJAC0010,010916,2015,05,11,18.2,1,Y
IDCJAC0010,010916,2015,05,12,17.7,1,Y
IDCJAC0010,010916,2015,05,13,19.9,1,Y
IDCJAC0010,010916,2015,05,14,21.9,1,Y
IDCJAC0010,010916,2015,05,15,21.4,1,Y
IDCJAC0010,010916,2015,05,16,17.3,1,Y
IDCJAC0010,010916,2015,05,17,14.3,1,Y
IDCJAC0010,010916,2015,05,18,17.5,1,Y
IDCJAC0010,010916,2015,05,19,13.7,1,Y
IDCJAC0010,010916,2015,05,20,13.9,1,Y
IDCJAC0010,010916,2015,05,21,14.7,1,Y
IDCJAC0010,010916,2015,05,22,15.0,1,Y
IDCJAC0010,010916,2015,05,23,19.9,1,Y
IDCJAC0010,010916,2015,05,24,17.1,1,Y
IDCJAC0010,010916,2015,05,25,19.6,1,Y
IDCJAC0010,010916,2015,05,26,17.2,1,Y
IDCJAC0010,010916,2015,05,27,16.0,1,Y
IDCJAC0010,010916,2015,05,28,13.8,1,Y
IDCJAC0010,010916,2015,05,29,15.6,1,Y
IDCJAC0010,010916,2015,05,30,17.6,1,Y
IDCJAC0010,010916,2015,05,31,18.9,1,Y
IDCJAC0010,010916,2015,06,01,18.6,1,Y
IDCJAC0010,010916,2015,06,02,19.2,1,Y
IDCJAC0010,010916,2015,06,03,21.3,1,Y
IDCJAC0010,010916,2015,06,04,21.3,1,Y
IDCJAC0010,010916,2015,06,05,22.1,1,Y
IDCJAC0010,010916,2015,06,06,20.1,1,Y
IDCJAC0010,010916,2015,06,07,18.4,1,Y
IDCJAC0010,010916,2015,06,08,15.7,1,Y
IDCJAC0010,010916,2015,06,09,18.2,1,Y
IDCJAC0010,010916,2015,06,10,19.8,1,Y
IDCJAC0010,010916,2015,06,11,22.1,1,Y
IDCJAC0010,010916,2015,06,12,19.3,1,Y
IDCJAC0010,010916,2015,06,13,15.4,1,Y
IDCJAC0010,010916,2015,06,14,16.5,1,Y
IDCJAC0010,010916,2015,06,15,17.4,1,Y
IDCJAC0010,010916,2015,06,16,18.4,1,Y
IDCJAC0010,010916,2015,06,17,12.6,1,Y
IDCJAC0010,010916,2015,06,18,13.8,1,Y
IDCJAC0010,010916,2015,06,19,19.8,1,Y
IDCJAC0010,010916,2015,06,20,19.1,1,Y
IDCJAC0010,010916,2015,06,21,15.9,1,Y
IDCJAC0010,010916,2015,06,22,11.9,1,Y
IDCJAC0010,010916,2015,06,23,13.3,1,Y
IDCJAC0010,010916,2015,06,24,15.9,1,Y
IDCJAC0010,010916,2015,06,25,16.5,1,Y
IDCJAC0010,010916,2015,06,26,15.1,1,Y
IDCJAC0010,010916,2015,06,27,14.2,1,Y
IDCJAC0010,010916,2015,06,28,15.2,1,Y
IDCJAC0010,010916,2015,06,29,17.7,1,Y
IDCJAC0010,010916,2015,06,30,19.6,1,Y
IDCJAC0010,010916,2015,07,01,20.0,1,Y
IDCJAC0010,010916,2015,07,02,17.5,1,Y
IDCJAC0010,010916,2015,07,03,16.9,1,Y
IDCJAC0010,010916,2015,07,04,18.2,1,Y
IDCJAC0010,010916,2015,07,05,16.3,1,Y
IDCJAC0010,010916,2015,07,06,16.9,1,Y
IDCJAC0010,010916,2015,07,07,17.5,1,Y
IDCJAC0010,010916,2015,07,08,12.1,1,Y
IDCJAC0010,010916,2015,07,09,12.7,1,Y
IDCJAC0010,010916,2015,07,10,14.6,1,Y
IDCJAC0010,010916,2015,07,11,13.6,1,Y
IDCJAC0010,010916,2015,07,12,13.7,1,Y
IDCJAC0010,010916,2015,07,13,14.8,1,Y
IDCJAC0010,010916,2015,07,14,13.9,1,Y
IDCJAC0010,010916,2015,07,15,12.2,1,Y
IDCJAC0010,010916,2015,07,16,14.2,1,Y
IDCJAC0010,010916,2015,07,17,17.9,1,Y
IDCJAC0010,010916,2015,07,18,18.0,1,Y
IDCJAC0010,010916,2015,07,19,16.6,1,Y
IDCJAC0010,010916,2015,07,20,16.3,1,Y
IDCJAC0010,010916,2015,07,21,13.2,1,Y
IDCJAC0010,010916,2015,07,22,13.7,1,Y
IDCJAC0010,010916,2015,07,23,13.5,1,Y
IDCJAC0010,010916,2015,07,24,13.9,1,Y
IDCJAC0010,010916,2015,07,25,14.8,1,Y
IDCJAC0010,010916,2015,07,26,13.2,1,Y
IDCJAC0010,010916,2015,07,27,15.8,1,Y
IDCJAC0010,010916,2015,07,28,12.1,1,Y
IDCJAC0010,010916,2015,07,29,16.1,1,Y
IDCJAC0010,010916,2015,07,30,15.6,1,Y
IDCJAC0010,010916,2015,07,31,13.9,1,Y
IDCJAC0010,010916,2015,08,01,11.9,1,Y
IDCJAC0010,010916,2015,08,02,13.3,1,Y
IDCJAC0010,010916,2015,08,03,14.9,1,Y
IDCJAC0010,010916,2015,08,04,15.3,1,Y
IDCJAC0010,010916,2015,08,05,14.1,1,Y
IDCJAC0010,010916,2015,08,06,14.2,1,Y
IDCJAC0010,010916,2015,08,07,12.6,1,Y
IDCJAC0010,010916,2015,08,08,13.3,1,Y
IDCJAC0010,010916,2015,08,09,12.0,1,Y
IDCJAC0010,010916,2015,08,10,15.7,1,Y
IDCJAC0010,010916,2015,08,11,14.3,1,Y
IDCJAC0010,010916,2015,08,12,13.5,1,Y
IDCJAC0010,010916,2015,08,13,15.9,1,Y
IDCJAC0010,010916,2015,08,14,17.8,1,Y
IDCJAC0010,010916,2015,08,15,22.5,1,Y
IDCJAC0010,010916,2015,08,16,24.4,1,Y
IDCJAC0010,010916,2015,08,17,20.0,1,Y
IDCJAC0010,010916,2015,08,18,18.1,1,Y
IDCJAC0010,010916,2015,08,19,16.5,1,Y
IDCJAC0010,010916,2015,08,20,14.3,1,Y
IDCJAC0010,010916,2015,08,21,15.6,1,Y
IDCJAC0010,010916,2015,08,22,13.1,1,Y
IDCJAC0010,010916,2015,08,23,14.5,1,Y
IDCJAC0010,010916,2015,08,24,13.7,1,Y
IDCJAC0010,010916,2015,08,25,13.4,1,Y
IDCJAC0010,010916,2015,08,26,16.6,1,Y
IDCJAC0010,010916,2015,08,27,19.9,1,Y
IDCJAC0010,010916,2015,08,28,20.5,1,Y
IDCJAC0010,010916,2015,08,29,19.8,1,Y
IDCJAC0010,010916,2015,08,30,15.1,1,Y
IDCJAC0010,010916,2015,08,31,15.2,1,Y
IDCJAC0010,010916,2015,09,01,11.0,1,Y
IDCJAC0010,010916,2015,09,02,11.8,1,Y
IDCJAC0010,010916,2015,09,03,15.6,1,Y
IDCJAC0010,010916,2015,09,04,18.1,1,Y
IDCJAC0010,010916,2015,09,05,16.1,1,Y
IDCJAC0010,010916,2015,09,06,15.0,1,Y
IDCJAC0010,010916,2015,09,07,19.0,1,Y
IDCJAC0010,010916,2015,09,08,23.0,1,Y
IDCJAC0010,010916,2015,09,09,26.8,1,Y
IDCJAC0010,010916,2015,09,10,21.3,1,Y
IDCJAC0010,010916,2015,09,11,19.6,1,Y
IDCJAC0010,010916,2015,09,12,14.8,1,Y
IDCJAC0010,010916,2015,09,13,14.6,1,Y
IDCJAC0010,010916,2015,09,14,16.4,1,Y
IDCJAC0010,010916,2015,09,15,11.6,1,Y
IDCJAC0010,010916,2015,09,16,15.2,1,Y
IDCJAC0010,010916,2015,09,17,21.3,1,Y
IDCJAC0010,010916,2015,09,18,24.6,1,Y
IDCJAC0010,010916,2015,09,19,14.8,1,Y
IDCJAC0010,010916,2015,09,20,16.0,1,Y
IDCJAC0010,010916,2015,09,21,17.7,1,Y
IDCJAC0010,010916,2015,09,22,22.1,1,Y
IDCJAC0010,010916,2015,09,23,25.6,1,Y
IDCJAC0010,010916,2015,09,24,28.5,1,Y
IDCJAC0010,010916,2015,09,25,22.4,1,Y
IDCJAC0010,010916,2015,09,26,20.4,1,Y
IDCJAC0010,010916,2015,09,27,16.5,1,Y
IDCJAC0010,010916,2015,09,28,26.6,1,Y
IDCJAC0010,010916,2015,09,29,22.6,1,Y
IDCJAC0010,010916,2015,09,30,25.3,1,Y
IDCJAC0010,010916,2015,10,01,32.0,1,Y
IDCJAC0010,010916,2015,10,02,29.0,1,Y
IDCJAC0010,010916,2015,10,03,25.7,1,Y
IDCJAC0010,010916,2015,10,04,25.8,1,Y
IDCJAC0010,010916,2015,10,05,17.7,1,Y
IDCJAC0010,010916,2015,10,06,18.2,1,Y
IDCJAC0010,010916,2015,10,07,23.5,1,Y
IDCJAC0010,010916,2015,10,08,29.4,1,Y
IDCJAC0010,010916,2015,10,09,34.8,1,Y
IDCJAC0010,010916,2015,10,10,31.8,1,Y
IDCJAC0010,010916,2015,10,11,27.7,1,Y
IDCJAC0010,010916,2015,10,12,32.5,1,Y
IDCJAC0010,010916,2015,10,13,33.5,1,Y
IDCJAC0010,010916,2015,10,14,20.6,1,Y
IDCJAC0010,010916,2015,10,15,20.0,1,Y
IDCJAC0010,010916,2015,10,16,22.0,1,Y
IDCJAC0010,010916,2015,10,17,31.7,1,Y
IDCJAC0010,010916,2015,10,18,23.4,1,Y
IDCJAC0010,010916,2015,10,19,21.1,1,Y
IDCJAC0010,010916,2015,10,20,25.2,1,Y
IDCJAC0010,010916,2015,10,21,31.9,1,Y
IDCJAC0010,010916,2015,10,22,36.0,1,Y
IDCJAC0010,010916,2015,10,23,25.0,1,Y
IDCJAC0010,010916,2015,10,24,21.9,1,Y
IDCJAC0010,010916,2015,10,25,20.6,1,Y
IDCJAC0010,010916,2015,10,26,20.5,1,Y
IDCJAC0010,010916,2015,10,27,24.4,1,Y
IDCJAC0010,010916,2015,10,28,26.1,1,Y
IDCJAC0010,010916,2015,10,29,31.0,1,Y
IDCJAC0010,010916,2015,10,30,30.6,1,Y
IDCJAC0010,010916,2015,10,31,24.2,1,Y
IDCJAC0010,010916,2015,11,01,22.8,1,Y
IDCJAC0010,010916,2015,11,02,22.0,1,Y
IDCJAC0010,010916,2015,11,03,25.1,1,Y
IDCJAC0010,010916,2015,11,04,28.7,1,Y
IDCJAC0010,010916,2015,11,05,27.8,1,Y
IDCJAC0010,010916,2015,11,06,24.3,1,Y
IDCJAC0010,010916,2015,11,07,21.3,1,Y
IDCJAC0010,010916,2015,11,08,29.5,1,Y
IDCJAC0010,010916,2015,11,09,22.4,1,Y
IDCJAC0010,010916,2015,11,10,,,
IDCJAC0010,010916,2015,11,11,27.9,1,N
IDCJAC0010,010916,2015,11,12,30.3,1,Y
IDCJAC0010,010916,2015,11,13,31.9,1,Y
IDCJAC0010,010916,2015,11,14,37.5,1,Y
IDCJAC0010,010916,2015,11,15,33.6,1,Y
IDCJAC0010,010916,2015,11,16,32.4,1,Y
IDCJAC0010,010916,2015,11,17,34.6,1,Y
IDCJAC0010,010916,2015,11,18,22.3,1,Y
IDCJAC0010,010916,2015,11,19,22.5,1,Y
IDCJAC0010,010916,2015,11,20,25.5,1,Y
IDCJAC0010,010916,2015,11,21,30.0,1,Y
IDCJAC0010,010916,2015,11,22,34.9,1,Y
IDCJAC0010,010916,2015,11,23,36.8,1,Y
IDCJAC0010,010916,2015,11,24,24.3,1,Y
IDCJAC0010,010916,2015,11,25,20.1,1,Y
IDCJAC0010,010916,2015,11,26,25.7,1,Y
IDCJAC0010,010916,2015,11,27,30.1,1,Y
IDCJAC0010,010916,2015,11,28,25.9,1,Y
IDCJAC0010,010916,2015,11,29,26.7,1,Y
IDCJAC0010,010916,2015,11,30,22.6,1,Y
IDCJAC0010,010916,2015,12,01,24.7,1,Y
IDCJAC0010,010916,2015,12,02,31.9,1,Y
IDCJAC0010,010916,2015,12,03,32.7,1,Y
IDCJAC0010,010916,2015,12,04,23.3,1,Y
IDCJAC0010,010916,2015,12,05,15.8,1,Y
IDCJAC0010,010916,2015,12,06,19.1,1,Y
IDCJAC0010,010916,2015,12,07,21.1,1,Y
IDCJAC0010,010916,2015,12,08,26.9,1,Y
IDCJAC0010,010916,2015,12,09,24.5,1,Y
IDCJAC0010,010916,2015,12,10,25.1,1,Y
IDCJAC0010,010916,2015,12,11,27.7,1,Y
IDCJAC0010,010916,2015,12,12,32.6,1,Y
IDCJAC0010,010916,2015,12,13,28.7,1,Y
IDCJAC0010,010916,2015,12,14,30.1,1,Y
IDCJAC0010,010916,2015,12,15,35.5,1,Y
IDCJAC0010,010916,2015,12,16,31.1,1,Y
IDCJAC0010,010916,2015,12,17,26.7,1,Y
IDCJAC0010,010916,2015,12,18,30.9,1,Y
IDCJAC0010,010916,2015,12,19,22.2,1,Y
IDCJAC0010,010916,2015,12,20,25.5,1,Y
IDCJAC0010,010916,2015,12,21,32.7,1,Y
IDCJAC0010,010916,2015,12,22,36.0,1,Y
IDCJAC0010,010916,2015,12,23,37.8,1,Y
IDCJAC0010,010916,2015,12,24,28.5,1,Y
IDCJAC0010,010916,2015,12,25,24.3,1,Y
IDCJAC0010,010916,2015,12,26,28.2,1,Y
IDCJAC0010,010916,2015,12,27,35.2,1,Y
IDCJAC0010,010916,2015,12,28,39.6,1,Y
IDCJAC0010,010916,2015,12,29,42.1,1,Y
IDCJAC0010,010916,2015,12,30,25.4,1,Y
IDCJAC0010,010916,2015,12,31,24.0,1,Y
