Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,010916,2015,07,07,9.8,1,Y
IDCJAC0011,010916,2015,07,08,5.8,1,Y
IDCJAC0011,010916,2015,07,09,1.6,1,Y
IDCJAC0011,010916,2015,07,10,5.8,1,Y
IDCJAC0011,010916,2015,07,11,8.0,1,Y
IDCJAC0011,010916,2015,07,12,1.4,1,Y
IDCJAC0011,010916,2015,07,13,0.4,1,Y
IDCJAC0011,010916,2015,07,14,4.3,1,Y
IDCJAC0011,010916,2015,07,15,2.8,1,Y
IDCJAC0011,010916,2015,07,16,1.3,1,Y
IDCJAC0011,010916,2015,07,17,5.4,1,Y
IDCJAC0011,010916,2015,07,18,9.3,1,Y
IDCJAC0011,010916,2015,07,19,10.2,1,Y
IDCJAC0011,010916,2015,07,20,10.3,1,Y
IDCJAC0011,010916,2015,07,21,3.0,1,Y
IDCJAC0011,010916,2015,07,22,4.5,1,Y
IDCJAC0011,010916,2015,07,23,6.4,1,Y
IDCJAC0011,010916,2015,07,24,4.4,1,Y
IDCJAC0011,010916,2015,07,25,7.0,1,Y
IDCJAC0011,010916,2015,07,26,3.6,1,Y
IDCJAC0011,010916,2015,07,27,1.7,1,Y
IDCJAC0011,010916,2015,07,28,6.8,1,Y
IDCJAC0011,010916,2015,07,29,9.6,1,Y
IDCJAC0011,010916,2015,07,30,7.6,1,Y
IDCJAC0011,010916,2015,07,31,11.2,1,Y
IDCJAC0011,010916,2015,08,01,8.4,1,Y
IDCJAC0011,010916,2015,08,02,4.0,1,Y
IDCJAC0011,010916,2015,08,03,3.7,1,Y
IDCJAC0011,010916,2015,08,04,3.0,1,Y
IDCJAC0011,010916,2015,08,05,6.0,1,Y
IDCJAC0011,010916,2015,08,06,3.5,1,Y
IDCJAC0011,010916,2015,08,07,6.4,1,Y
IDCJAC0011,010916,2015,08,08,8.0,1,Y
IDCJAC0011,010916,2015,08,09,1.6,1,Y
IDCJAC0011,010916,2015,08,10,5.3,1,Y
IDCJAC0011,010916,2015,08,11,6.3,1,Y
IDCJAC0011,010916,2015,08,12,6.9,1,Y
IDCJAC0011,010916,2015,08,13,9.9,1,Y
IDCJAC0011,010916,2015,08,14,4.3,1,Y
IDCJAC0011,010916,2015,08,15,5.7,1,Y
IDCJAC0011,010916,2015,08,16,6.7,1,Y
IDCJAC0011,010916,2015,08,17,12.6,1,Y
IDCJAC0011,010916,2015,08,18,9.8,1,Y
IDCJAC0011,010916,2015,08,19,8.7,1,Y
IDCJAC0011,010916,2015,08,20,9.1,1,Y
IDCJAC0011,010916,2015,08,21,6.1,1,Y
IDCJAC0011,010916,2015,08,22,5.2,1,Y
IDCJAC0011,010916,2015,08,23,6.8,1,Y
IDCJAC0011,010916,2015,08,24,3.1,1,Y
IDCJAC0011,010916,2015,08,25,1.0,1,Y
IDCJAC0011,010916,2015,08,26,1.5,1,Y
IDCJAC0011,010916,2015,08,27,4.0,1,Y
IDCJAC0011,010916,2015,08,28,7.6,1,Y
IDCJAC0011,010916,2015,08,29,8.6,1,Y
IDCJAC0011,010916,2015,08,30,8.1,1,Y
IDCJAC0011,010916,2015,08,31,5.4,1,Y
IDCJAC0011,010916,2015,09,01,2.1,1,Y
IDCJAC0011,010916,2015,09,02,3.7,1,Y
IDCJAC0011,010916,2015,09,03,3.7,1,Y
IDCJAC0011,010916,2015,09,04,2.9,1,Y
IDCJAC0011,010916,2015,09,05,9.0,1,Y
IDCJAC0011,010916,2015,09,06,2.5,1,Y
IDCJAC0011,010916,2015,09,07,1.7,1,Y
IDCJAC0011,010916,2015,09,08,4.7,1,Y
IDCJAC0011,010916,2015,09,09,6.9,1,Y
IDCJAC0011,010916,2015,09,10,15.6,1,Y
IDCJAC0011,010916,2015,09,11,6.7,1,Y
IDCJAC0011,010916,2015,09,12,9.6,1,Y
IDCJAC0011,010916,2015,09,13,4.7,1,Y
IDCJAC0011,010916,2015,09,14,4.7,1,Y
IDCJAC0011,010916,2015,09,15,7.1,1,Y
IDCJAC0011,010916,2015,09,16,6.1,1,Y
IDCJAC0011,010916,2015,09,17,2.2,1,Y
IDCJAC0011,010916,2015,09,18,4.3,1,Y
IDCJAC0011,010916,2015,09,19,8.4,1,Y
IDCJAC0011,010916,2015,09,20,4.2,1,Y
IDCJAC0011,010916,2015,09,21,2.2,1,Y
IDCJAC0011,010916,2015,09,22,4.1,1,Y
IDCJAC0011,010916,2015,09,23,6.7,1,Y
IDCJAC0011,010916,2015,09,24,11.5,1,Y
IDCJAC0011,010916,2015,09,25,9.6,1,Y
IDCJAC0011,010916,2015,09,26,9.9,1,Y
IDCJAC0011,010916,2015,09,27,9.5,1,Y
IDCJAC0011,010916,2015,09,28,8.0,1,Y
IDCJAC0011,010916,2015,09,29,8.2,1,Y
IDCJAC0011,010916,2015,09,30,9.3,1,Y
IDCJAC0011,010916,2015,10,01,9.7,1,Y
IDCJAC0011,010916,2015,10,02,14.1,1,Y
IDCJAC0011,010916,2015,10,03,13.9,1,Y
IDCJAC0011,010916,2015,10,04,10.8,1,Y
IDCJAC0011,010916,2015,10,05,11.9,1,Y
IDCJAC0011,010916,2015,10,06,0.4,1,Y
IDCJAC0011,010916,2015,10,07,5.1,1,Y
IDCJAC0011,010916,2015,10,08,7.4,1,Y
IDCJAC0011,010916,2015,10,09,8.9,1,Y
IDCJAC0011,010916,2015,10,10,11.2,1,Y
IDCJAC0011,010916,2015,10,11,10.9,1,Y
IDCJAC0011,010916,2015,10,12,10.1,1,Y
IDCJAC0011,010916,2015,10,13,11.5,1,Y
IDCJAC0011,010916,2015,10,14,12.3,1,Y
IDCJAC0011,010916,2015,10,15,6.4,1,Y
IDCJAC0011,010916,2015,10,16,6.0,1,Y
IDCJAC0011,010916,2015,10,17,6.8,1,Y
IDCJAC0011,010916,2015,10,18,11.1,1,Y
IDCJAC0011,010916,2015,10,19,7.3,1,Y
IDCJAC0011,010916,2015,10,20,6.2,1,Y
IDCJAC0011,010916,2015,10,21,9.4,1,Y
IDCJAC0011,010916,2015,10,22,11.9,1,Y
IDCJAC0011,010916,2015,10,23,11.4,1,Y
IDCJAC0011,010916,2015,10,24,12.8,1,Y
IDCJAC0011,010916,2015,10,25,11.2,1,Y
IDCJAC0011,010916,2015,10,26,11.6,1,Y
IDCJAC0011,010916,2015,10,27,12.3,1,Y
IDCJAC0011,010916,2015,10,28,13.9,1,Y
IDCJAC0011,010916,2015,10,29,14.7,1,Y
IDCJAC0011,010916,2015,10,30,12.8,1,Y
IDCJAC0011,010916,2015,10,31,14.2,1,Y
IDCJAC0011,010916,2015,11,01,13.0,1,Y
IDCJAC0011,010916,2015,11,02,12.2,1,Y
IDCJAC0011,010916,2015,11,03,7.6,1,Y
IDCJAC0011,010916,2015,11,04,8.7,1,Y
IDCJAC0011,010916,2015,11,05,12.5,1,Y
IDCJAC0011,010916,2015,11,06,12.4,1,Y
IDCJAC0011,010916,2015,11,07,13.4,1,Y
IDCJAC0011,010916,2015,11,08,10.4,1,Y
IDCJAC0011,010916,2015,11,09,12.5,1,Y
IDCJAC0011,010916,2015,11,10,12.9,1,Y
IDCJAC0011,010916,2015,11,11,13.0,1,Y
IDCJAC0011,010916,2015,11,12,14.7,1,Y
IDCJAC0011,010916,2015,11,13,14.0,1,Y
IDCJAC0011,010916,2015,11,14,13.8,1,Y
IDCJAC0011,010916,2015,11,15,17.6,1,Y
IDCJAC0011,010916,2015,11,16,11.8,1,Y
IDCJAC0011,010916,2015,11,17,11.7,1,Y
IDCJAC0011,010916,2015,11,18,12.0,1,Y
IDCJAC0011,010916,2015,11,19,8.4,1,Y
IDCJAC0011,010916,2015,11,20,7.0,1,Y
IDCJAC0011,010916,2015,11,21,9.6,1,Y
IDCJAC0011,010916,2015,11,22,11.7,1,Y
IDCJAC0011,010916,2015,11,23,10.5,1,Y
IDCJAC0011,010916,2015,11,24,14.6,1,Y
IDCJAC0011,010916,2015,11,25,11.3,1,Y
IDCJAC0011,010916,2015,11,26,10.7,1,Y
IDCJAC0011,010916,2015,11,27,11.9,1,Y
IDCJAC0011,010916,2015,11,28,12.6,1,Y
IDCJAC0011,010916,2015,11,29,9.7,1,Y
IDCJAC0011,010916,2015,11,30,9.1,1,Y
IDCJAC0011,010916,2015,12,01,8.3,1,Y
IDCJAC0011,010916,2015,12,02,10.1,1,Y
IDCJAC0011,010916,2015,12,03,18.3,1,Y
IDCJAC0011,010916,2015,12,04,13.2,1,Y
IDCJAC0011,010916,2015,12,05,9.8,1,Y
IDCJAC0011,010916,2015,12,06,9.9,1,Y
IDCJAC0011,010916,2015,12,07,11.7,1,Y
IDCJAC0011,010916,2015,12,08,8.4,1,Y
IDCJAC0011,010916,2015,12,09,10.9,1,Y
IDCJAC0011,010916,2015,12,10,8.8,1,Y
IDCJAC0011,010916,2015,12,11,10.2,1,Y
IDCJAC0011,010916,2015,12,12,11.1,1,Y
IDCJAC0011,010916,2015,12,13,14.3,1,Y
IDCJAC0011,010916,2015,12,14,12.5,1,Y
IDCJAC0011,010916,2015,12,15,12.9,1,Y
IDCJAC0011,010916,2015,12,16,14.2,1,Y
IDCJAC0011,010916,2015,12,17,14.7,1,Y
IDCJAC0011,010916,2015,12,18,10.6,1,Y
IDCJAC0011,010916,2015,12,19,10.3,1,Y
IDCJAC0011,010916,2015,12,20,11.5,1,Y
IDCJAC0011,010916,2015,12,21,12.5,1,Y
IDCJAC0011,010916,2015,12,22,15.0,1,Y
IDCJAC0011,010916,2015,12,23,15.6,1,Y
IDCJAC0011,010916,2015,12,24,14.8,1,Y
IDCJAC0011,010916,2015,12,25,9.7,1,Y
IDCJAC0011,010916,2015,12,26,8.9,1,Y
IDCJAC0011,010916,2015,12,27,9.7,1,Y
IDCJAC0011,010916,2015,12,28,14.3,1,Y
IDCJAC0011,010916,2015,12,29,18.0,1,Y
IDCJAC0011,010916,2015,12,30,14.2,1,Y
IDCJAC0011,010916,2015,12,31,12.7,1,Y
