Product code,Bureau of Meteorology station number,Year,Month,Day,Daily global solar exposure (MJ/m*m)
IDCJAC0016,010916,2015,02,22,19.9
IDCJAC0016,010916,2015,02,23,26.9
IDCJAC0016,010916,2015,02,24,23.6
IDCJAC0016,010916,2015,02,25,23.9
IDCJAC0016,010916,2015,02,26,22.6
IDCJAC0016,010916,2015,02,27,13.9
IDCJAC0016,010916,2015,02,28,25.4
IDCJAC0016,010916,2015,03,01,12.4
IDCJAC0016,010916,2015,03,02,12.7
IDCJAC0016,010916,2015,03,03,15.6
IDCJAC0016,010916,2015,03,04,24.6
IDCJAC0016,010916,2015,03,05,24.4
IDCJAC0016,010916,2015,03,06,24.6
IDCJAC0016,010916,2015,03,07,24.0
IDCJAC0016,010916,2015,03,08,19.0
IDCJAC0016,010916,2015,03,09,22.1
IDCJAC0016,010916,2015,03,10,23.5
IDCJAC0016,010916,2015,03,11,23.0
IDCJAC0016,010916,2015,03,12,22.6
IDCJAC0016,010916,2015,03,13,12.7
IDCJAC0016,010916,2015,03,14,7.2
IDCJAC0016,010916,2015,03,15,17.4
IDCJAC0016,010916,2015,03,16,18.6
IDCJAC0016,010916,2015,03,17,18.0
IDCJAC0016,010916,2015,03,18,16.9
IDCJAC0016,010916,2015,03,19,15.2
IDCJAC0016,010916,2015,03,20,22.1
IDCJAC0016,010916,2015,03,21,14.1
IDCJAC0016,010916,2015,03,22,15.0
IDCJAC0016,010916,2015,03,23,19.5
IDCJAC0016,010916,2015,03,24,21.3
IDCJAC0016,010916,2015,03,25,15.1
IDCJAC0016,010916,2015,03,26,20.8
IDCJAC0016,010916,2015,03,27,7.5
IDCJAC0016,010916,2015,03,28,19.8
IDCJAC0016,010916,2015,03,29,20.3
IDCJAC0016,010916,2015,03,30,16.2
IDCJAC0016,010916,2015,03,31,15.9
IDCJAC0016,010916,2015,04,01,17.2
IDCJAC0016,010916,2015,04,02,19.4
IDCJAC0016,010916,2015,04,03,16.7
IDCJAC0016,010916,2015,04,04,15.2
IDCJAC0016,010916,2015,04,05,16.4
IDCJAC0016,010916,2015,04,06,11.4
IDCJAC0016,010916,2015,04,07,7.4
IDCJAC0016,010916,2015,04,08,7.4
IDCJAC0016,010916,2015,04,09,5.4
IDCJAC0016,010916,2015,04,10,8.0
IDCJAC0016,010916,2015,04,11,12.1
IDCJAC0016,010916,2015,04,12,12.0
IDCJAC0016,010916,2015,04,13,12.9
IDCJAC0016,010916,2015,04,14,10.7
IDCJAC0016,010916,2015,04,15,17.7
IDCJAC0016,010916,2015,04,16,15.7
IDCJAC0016,010916,2015,04,17,17.2
IDCJAC0016,010916,2015,04,18,8.9
IDCJAC0016,010916,2015,04,19,16.3
IDCJAC0016,010916,2015,04,20,16.4
IDCJAC0016,010916,2015,04,21,16.3
IDCJAC0016,010916,2015,04,22,16.2
IDCJAC0016,010916,2015,04,23,11.7
IDCJAC0016,010916,2015,04,24,8.6
IDCJAC0016,010916,2015,04,25,8.6
IDCJAC0016,010916,2015,04,26,14.8
IDCJAC0016,010916,2015,04,27,15.3
IDCJAC0016,010916,2015,04,28,13.2
IDCJAC0016,010916,2015,04,29,11.8
IDCJAC0016,010916,2015,04,30,7.5
IDCJAC0016,010916,2015,05,01,14.8
IDCJAC0016,010916,2015,05,02,12.2
IDCJAC0016,010916,2015,05,03,11.6
IDCJAC0016,010916,2015,05,04,12.7
IDCJAC0016,010916,2015,05,05,11.8
IDCJAC0016,010916,2015,05,06,9.4
IDCJAC0016,010916,2015,05,07,11.8
IDCJAC0016,010916,2015,05,08,13.6
IDCJAC0016,010916,2015,05,09,11.1
IDCJAC0016,010916,2015,05,10,10.5
IDCJAC0016,010916,2015,05,11,11.0
IDCJAC0016,010916,2015,05,12,8.9
IDCJAC0016,010916,2015,05,13,13.3
IDCJAC0016,010916,2015,05,14,13.1
IDCJAC0016,010916,2015,05,15,9.3
IDCJAC0016,010916,2015,05,16,4.2
IDCJAC0016,010916,2015,05,17,5.1
IDCJAC0016,010916,2015,05,18,9.8
IDCJAC0016,010916,2015,05,19,8.6
IDCJAC0016,010916,2015,05,20,7.7
IDCJAC0016,010916,2015,05,21,10.0
IDCJAC0016,010916,2015,05,22,8.6
IDCJAC0016,010916,2015,05,23,11.1
IDCJAC0016,010916,2015,05,24,11.5
IDCJAC0016,010916,2015,05,25,11.4
IDCJAC0016,010916,2015,05,26,8.5
IDCJAC0016,010916,2015,05,27,9.4
IDCJAC0016,010916,2015,05,28,7.9
IDCJAC0016,010916,2015,05,29,11.5
IDCJAC0016,010916,2015,05,30,11.5
IDCJAC0016,010916,2015,05,31,11.1
IDCJAC0016,010916,2015,06,01,8.5
IDCJAC0016,010916,2015,06,02,9.4
IDCJAC0016,010916,2015,06,03,8.9
IDCJAC0016,010916,2015,06,04,8.9
IDCJAC0016,010916,2015,06,05,9.7
IDCJAC0016,010916,2015,06,06,9.9
IDCJAC0016,010916,2015,06,07,7.9
IDCJAC0016,010916,2015,06,08,5.4
IDCJAC0016,010916,2015,06,09,10.9
IDCJAC0016,010916,2015,06,10,10.6
IDCJAC0016,010916,2015,06,11,9.8
IDCJAC0016,010916,2015,06,12,8.1
IDCJAC0016,010916,2015,06,13,7.9
IDCJAC0016,010916,2015,06,14,10.4
IDCJAC0016,010916,2015,06,15,10.1
IDCJAC0016,010916,2015,06,16,9.9
IDCJAC0016,010916,2015,06,17,4.1
IDCJAC0016,010916,2015,06,18,4.6
IDCJAC0016,010916,2015,06,19,7.0
IDCJAC0016,010916,2015,06,20,6.8
IDCJAC0016,010916,2015,06,21,7.2
IDCJAC0016,010916,2015,06,22,9.4
IDCJAC0016,010916,2015,06,23,10.4
IDCJAC0016,010916,2015,06,24,10.7
IDCJAC0016,010916,2015,06,25,10.7
IDCJAC0016,010916,2015,06,26,9.2
IDCJAC0016,010916,2015,06,27,8.3
IDCJAC0016,010916,2015,06,28,8.4
IDCJAC0016,010916,2015,06,29,10.7
IDCJAC0016,010916,2015,06,30,8.8
IDCJAC0016,010916,2015,07,01,8.7
IDCJAC0016,010916,2015,07,02,5.2
IDCJAC0016,010916,2015,07,03,6.7
IDCJAC0016,010916,2015,07,04,8.2
IDCJAC0016,010916,2015,07,05,10.3
IDCJAC0016,010916,2015,07,06,9.0
IDCJAC0016,010916,2015,07,07,8.6
IDCJAC0016,010916,2015,07,08,9.9
IDCJAC0016,010916,2015,07,09,10.4
IDCJAC0016,010916,2015,07,10,9.4
IDCJAC0016,010916,2015,07,11,9.3
IDCJAC0016,010916,2015,07,12,11.2
IDCJAC0016,010916,2015,07,13,11.3
IDCJAC0016,010916,2015,07,14,6.7
IDCJAC0016,010916,2015,07,15,11.1
IDCJAC0016,010916,2015,07,16,11.6
IDCJAC0016,010916,2015,07,17,10.6
IDCJAC0016,010916,2015,07,18,8.1
IDCJAC0016,010916,2015,07,19,4.7
IDCJAC0016,010916,2015,07,20,7.8
IDCJAC0016,010916,2015,07,21,11.7
IDCJAC0016,010916,2015,07,22,6.9
IDCJAC0016,010916,2015,07,23,10.7
IDCJAC0016,010916,2015,07,24,10.9
IDCJAC0016,010916,2015,07,25,9.3
IDCJAC0016,010916,2015,07,26,12.4
IDCJAC0016,010916,2015,07,27,12.0
IDCJAC0016,010916,2015,07,28,4.3
IDCJAC0016,010916,2015,07,29,6.7
IDCJAC0016,010916,2015,07,30,4.9
IDCJAC0016,010916,2015,07,31,4.8
IDCJAC0016,010916,2015,08,01,7.4
IDCJAC0016,010916,2015,08,02,10.6
IDCJAC0016,010916,2015,08,03,11.2
IDCJAC0016,010916,2015,08,04,11.5
IDCJAC0016,010916,2015,08,05,10.0
IDCJAC0016,010916,2015,08,06,9.2
IDCJAC0016,010916,2015,08,07,5.1
IDCJAC0016,010916,2015,08,08,8.1
IDCJAC0016,010916,2015,08,09,13.3
IDCJAC0016,010916,2015,08,10,11.1
IDCJAC0016,010916,2015,08,11,8.5
IDCJAC0016,010916,2015,08,12,6.2
IDCJAC0016,010916,2015,08,13,9.2
IDCJAC0016,010916,2015,08,14,14.2
IDCJAC0016,010916,2015,08,15,14.4
IDCJAC0016,010916,2015,08,16,14.1
IDCJAC0016,010916,2015,08,17,6.2
IDCJAC0016,010916,2015,08,18,11.3
IDCJAC0016,010916,2015,08,19,9.7
IDCJAC0016,010916,2015,08,20,11.5
IDCJAC0016,010916,2015,08,21,8.0
IDCJAC0016,010916,2015,08,22,11.0
IDCJAC0016,010916,2015,08,23,13.1
IDCJAC0016,010916,2015,08,24,14.3
IDCJAC0016,010916,2015,08,25,12.2
IDCJAC0016,010916,2015,08,26,12.6
IDCJAC0016,010916,2015,08,27,15.9
IDCJAC0016,010916,2015,08,28,13.2
IDCJAC0016,010916,2015,08,29,11.4
IDCJAC0016,010916,2015,08,30,13.6
IDCJAC0016,010916,2015,08,31,10.4
IDCJAC0016,010916,2015,09,01,15.2
IDCJAC0016,010916,2015,09,02,10.3
IDCJAC0016,010916,2015,09,03,16.3
IDCJAC0016,010916,2015,09,04,15.5
IDCJAC0016,010916,2015,09,05,13.9
IDCJAC0016,010916,2015,09,06,16.2
IDCJAC0016,010916,2015,09,07,18.3
IDCJAC0016,010916,2015,09,08,18.6
IDCJAC0016,010916,2015,09,09,17.0
IDCJAC0016,010916,2015,09,10,8.0
IDCJAC0016,010916,2015,09,11,15.7
IDCJAC0016,010916,2015,09,12,11.2
IDCJAC0016,010916,2015,09,13,13.9
IDCJAC0016,010916,2015,09,14,12.3
IDCJAC0016,010916,2015,09,15,9.9
IDCJAC0016,010916,2015,09,16,16.9
IDCJAC0016,010916,2015,09,17,20.6
IDCJAC0016,010916,2015,09,18,19.8
IDCJAC0016,010916,2015,09,19,17.0
IDCJAC0016,010916,2015,09,20,19.0
IDCJAC0016,010916,2015,09,21,21.2
IDCJAC0016,010916,2015,09,22,21.7
IDCJAC0016,010916,2015,09,23,22.0
IDCJAC0016,010916,2015,09,24,20.4
IDCJAC0016,010916,2015,09,25,20.3
IDCJAC0016,010916,2015,09,26,18.5
IDCJAC0016,010916,2015,09,27,12.7
IDCJAC0016,010916,2015,09,28,21.4
IDCJAC0016,010916,2015,09,29,21.7
IDCJAC0016,010916,2015,09,30,20.8
IDCJAC0016,010916,2015,10,01,23.3
IDCJAC0016,010916,2015,10,02,18.4
IDCJAC0016,010916,2015,10,03,22.2
IDCJAC0016,010916,2015,10,04,21.4
IDCJAC0016,010916,2015,10,05,17.5
IDCJAC0016,010916,2015,10,06,24.6
IDCJAC0016,010916,2015,10,07,22.7
IDCJAC0016,010916,2015,10,08,24.3
IDCJAC0016,010916,2015,10,09,24.6
IDCJAC0016,010916,2015,10,10,23.2
IDCJAC0016,010916,2015,10,11,23.6
IDCJAC0016,010916,2015,10,12,21.9
IDCJAC0016,010916,2015,10,13,22.6
IDCJAC0016,010916,2015,10,14,12.0
IDCJAC0016,010916,2015,10,15,21.5
IDCJAC0016,010916,2015,10,16,26.0
IDCJAC0016,010916,2015,10,17,24.9
IDCJAC0016,010916,2015,10,18,20.0
IDCJAC0016,010916,2015,10,19,24.8
IDCJAC0016,010916,2015,10,20,25.8
IDCJAC0016,010916,2015,10,21,26.2
IDCJAC0016,010916,2015,10,22,18.1
IDCJAC0016,010916,2015,10,23,21.8
IDCJAC0016,010916,2015,10,24,13.4
IDCJAC0016,010916,2015,10,25,14.7
IDCJAC0016,010916,2015,10,26,13.8
IDCJAC0016,010916,2015,10,27,18.2
IDCJAC0016,010916,2015,10,28,19.8
IDCJAC0016,010916,2015,10,29,23.5
IDCJAC0016,010916,2015,10,30,23.0
IDCJAC0016,010916,2015,10,31,18.0
IDCJAC0016,010916,2015,11,01,16.3
IDCJAC0016,010916,2015,11,02,14.5
IDCJAC0016,010916,2015,11,03,29.1
IDCJAC0016,010916,2015,11,04,29.2
IDCJAC0016,010916,2015,11,05,24.7
IDCJAC0016,010916,2015,11,06,18.2
IDCJAC0016,010916,2015,11,07,14.6
IDCJAC0016,010916,2015,11,08,29.0
IDCJAC0016,010916,2015,11,09,17.2
IDCJAC0016,010916,2015,11,10,22.9
IDCJAC0016,010916,2015,11,11,27.6
IDCJAC0016,010916,2015,11,12,29.7
IDCJAC0016,010916,2015,11,13,29.3
IDCJAC0016,010916,2015,11,14,20.4
IDCJAC0016,010916,2015,11,15,29.6
IDCJAC0016,010916,2015,11,16,30.8
IDCJAC0016,010916,2015,11,17,29.3
IDCJAC0016,010916,2015,11,18,25.7
IDCJAC0016,010916,2015,11,19,22.5
IDCJAC0016,010916,2015,11,20,30.7
IDCJAC0016,010916,2015,11,21,31.6
IDCJAC0016,010916,2015,11,22,27.5
IDCJAC0016,010916,2015,11,23,30.1
IDCJAC0016,010916,2015,11,24,26.9
IDCJAC0016,010916,2015,11,25,13.4
IDCJAC0016,010916,2015,11,26,28.7
IDCJAC0016,010916,2015,11,27,30.5
IDCJAC0016,010916,2015,11,28,25.3
IDCJAC0016,010916,2015,11,29,28.4
IDCJAC0016,010916,2015,11,30,28.5
IDCJAC0016,010916,2015,12,01,31.7
IDCJAC0016,010916,2015,12,02,31.1
IDCJAC0016,010916,2015,12,03,15.9
IDCJAC0016,010916,2015,12,04,20.8
IDCJAC0016,010916,2015,12,05,11.4
IDCJAC0016,010916,2015,12,06,18.6
IDCJAC0016,010916,2015,12,07,23.8
IDCJAC0016,010916,2015,12,08,31.1
IDCJAC0016,010916,2015,12,09,26.7
IDCJAC0016,010916,2015,12,10,32.5
IDCJAC0016,010916,2015,12,11,31.9
IDCJAC0016,010916,2015,12,12,26.7
IDCJAC0016,010916,2015,12,13,28.2
IDCJAC0016,010916,2015,12,14,31.5
IDCJAC0016,010916,2015,12,15,32.7
IDCJAC0016,010916,2015,12,16,33.1
IDCJAC0016,010916,2015,12,17,31.9
IDCJAC0016,010916,2015,12,18,32.2
IDCJAC0016,010916,2015,12,19,33.1
IDCJAC0016,010916,2015,12,20,30.7
IDCJAC0016,010916,2015,12,21,32.3
IDCJAC0016,010916,2015,12,22,31.9
IDCJAC0016,010916,2015,12,23,31.8
IDCJAC0016,010916,2015,12,24,33.0
IDCJAC0016,010916,2015,12,25,33.3
IDCJAC0016,010916,2015,12,26,33.6
IDCJAC0016,010916,2015,12,27,34.0
IDCJAC0016,010916,2015,12,28,33.8
IDCJAC0016,010916,2015,12,29,26.8
IDCJAC0016,010916,2015,12,30,21.2
IDCJAC0016,010916,2015,12,31,27.9
