Product code,Bureau of Meteorology station number,Year,Month,Day,Daily global solar exposure (MJ/m*m)
IDCJAC0016,009091,2016,04,29,10.0
IDCJAC0016,009091,2016,04,30,12.0
IDCJAC0016,009091,2016,05,01,11.8
IDCJAC0016,009091,2016,05,02,11.3
IDCJAC0016,009091,2016,05,03,9.7
IDCJAC0016,009091,2016,05,04,10.8
IDCJAC0016,009091,2016,05,05,8.1
IDCJAC0016,009091,2016,05,06,10.3
IDCJAC0016,009091,2016,05,07,12.8
IDCJAC0016,009091,2016,05,08,13.9
IDCJAC0016,009091,2016,05,09,14.2
IDCJAC0016,009091,2016,05,10,15.5
IDCJAC0016,009091,2016,05,11,15.5
IDCJAC0016,009091,2016,05,12,15.3
IDCJAC0016,009091,2016,05,13,13.4
IDCJAC0016,009091,2016,05,14,13.0
IDCJAC0016,009091,2016,05,15,10.9
IDCJAC0016,009091,2016,05,16,12.7
IDCJAC0016,009091,2016,05,17,8.8
IDCJAC0016,009091,2016,05,18,11.1
IDCJAC0016,009091,2016,05,19,6.1
IDCJAC0016,009091,2016,05,20,12.0
IDCJAC0016,009091,2016,05,21,6.7
IDCJAC0016,009091,2016,05,22,9.5
IDCJAC0016,009091,2016,05,23,12.2
IDCJAC0016,009091,2016,05,24,10.5
IDCJAC0016,009091,2016,05,25,11.0
IDCJAC0016,009091,2016,05,26,9.5
IDCJAC0016,009091,2016,05,27,11.5
IDCJAC0016,009091,2016,05,28,11.8
IDCJAC0016,009091,2016,05,29,10.6
IDCJAC0016,009091,2016,05,30,12.3
IDCJAC0016,009091,2016,05,31,12.0
IDCJAC0016,009091,2016,06,01,12.2
IDCJAC0016,009091,2016,06,02,12.2
IDCJAC0016,009091,2016,06,03,11.5
IDCJAC0016,009091,2016,06,04,8.0
IDCJAC0016,009091,2016,06,05,10.3
IDCJAC0016,009091,2016,06,06,7.7
IDCJAC0016,009091,2016,06,07,6.3
IDCJAC0016,009091,2016,06,08,11.8
IDCJAC0016,009091,2016,06,09,8.5
IDCJAC0016,009091,2016,06,10,9.7
IDCJAC0016,009091,2016,06,11,9.2
IDCJAC0016,009091,2016,06,12,9.8
IDCJAC0016,009091,2016,06,13,11.5
IDCJAC0016,009091,2016,06,14,9.3
IDCJAC0016,009091,2016,06,15,11.5
IDCJAC0016,009091,2016,06,16,11.2
IDCJAC0016,009091,2016,06,17,11.0
IDCJAC0016,009091,2016,06,18,11.8
IDCJAC0016,009091,2016,06,19,6.2
IDCJAC0016,009091,2016,06,20,5.4
IDCJAC0016,009091,2016,06,21,11.1
IDCJAC0016,009091,2016,06,22,8.5
IDCJAC0016,009091,2016,06,23,9.2
IDCJAC0016,009091,2016,06,24,7.9
IDCJAC0016,009091,2016,06,25,9.4
IDCJAC0016,009091,2016,06,26,11.1
IDCJAC0016,009091,2016,06,27,11.8
IDCJAC0016,009091,2016,06,28,6.0
IDCJAC0016,009091,2016,06,29,10.7
IDCJAC0016,009091,2016,06,30,11.8
IDCJAC0016,009091,2016,07,01,12.0
IDCJAC0016,009091,2016,07,02,10.7
IDCJAC0016,009091,2016,07,03,9.5
IDCJAC0016,009091,2016,07,04,11.1
IDCJAC0016,009091,2016,07,05,10.9
IDCJAC0016,009091,2016,07,06,11.4
IDCJAC0016,009091,2016,07,07,6.9
IDCJAC0016,009091,2016,07,08,9.8
IDCJAC0016,009091,2016,07,09,6.2
IDCJAC0016,009091,2016,07,10,11.5
IDCJAC0016,009091,2016,07,11,10.9
IDCJAC0016,009091,2016,07,12,11.2
IDCJAC0016,009091,2016,07,13,12.6
IDCJAC0016,009091,2016,07,14,11.8
IDCJAC0016,009091,2016,07,15,11.5
IDCJAC0016,009091,2016,07,16,6.8
IDCJAC0016,009091,2016,07,17,9.0
IDCJAC0016,009091,2016,07,18,12.6
IDCJAC0016,009091,2016,07,19,12.5
IDCJAC0016,009091,2016,07,20,12.9
IDCJAC0016,009091,2016,07,21,8.9
IDCJAC0016,009091,2016,07,22,13.1
IDCJAC0016,009091,2016,07,23,10.4
IDCJAC0016,009091,2016,07,24,13.2
IDCJAC0016,009091,2016,07,25,12.6
IDCJAC0016,009091,2016,07,26,11.8
IDCJAC0016,009091,2016,07,27,9.9
IDCJAC0016,009091,2016,07,28,11.4
IDCJAC0016,009091,2016,07,29,10.6
IDCJAC0016,009091,2016,07,30,12.0
IDCJAC0016,009091,2016,07,31,11.4
IDCJAC0016,009091,2016,08,01,14.2
IDCJAC0016,009091,2016,08,02,14.3
IDCJAC0016,009091,2016,08,03,6.5
IDCJAC0016,009091,2016,08,04,5.0
IDCJAC0016,009091,2016,08,05,8.0
IDCJAC0016,009091,2016,08,06,10.5
IDCJAC0016,009091,2016,08,07,13.9
IDCJAC0016,009091,2016,08,08,8.9
IDCJAC0016,009091,2016,08,09,11.5
IDCJAC0016,009091,2016,08,10,12.2
IDCJAC0016,009091,2016,08,11,10.7
IDCJAC0016,009091,2016,08,12,15.3
IDCJAC0016,009091,2016,08,13,14.3
IDCJAC0016,009091,2016,08,14,15.8
IDCJAC0016,009091,2016,08,15,12.1
IDCJAC0016,009091,2016,08,16,15.0
IDCJAC0016,009091,2016,08,17,4.7
IDCJAC0016,009091,2016,08,18,14.2
IDCJAC0016,009091,2016,08,19,10.0
IDCJAC0016,009091,2016,08,20,13.9
IDCJAC0016,009091,2016,08,21,10.8
IDCJAC0016,009091,2016,08,22,16.1
IDCJAC0016,009091,2016,08,23,16.1
IDCJAC0016,009091,2016,08,24,17.2
IDCJAC0016,009091,2016,08,25,17.2
IDCJAC0016,009091,2016,08,26,12.1
IDCJAC0016,009091,2016,08,27,12.6
IDCJAC0016,009091,2016,08,28,11.5
